id	text	month	year	assigned
33662684	Yes , the current dividend yield is low at just around 2.4% , but already in a few years , the yield could be closer to 3% , and most importantly , this investment adds growth and inflation protection to our Retirement Portfolio .	1	2022	qz
31756789	Under an M.M.T. framework , with the interest rate set near zero , Congress would take on the Fed 's dual mandate to control inflation and reduce unemployment .	4	2020	qz
949026	That may be hiding in the polarization of the CMB 's photons , which would bear the signature of the gravity waves unleashed by inflation .	6	2012	qz
16405435	And instead of simply increasing the user fee a certain amount , index it to inflation so road maintenance and improvement would keep up with costs .	1	2017	qz
4843187	"Macroeconomists are concerned with the "" big picture "" -- an economy 's growth , employment and inflation ."	12	2014	qz
89116326	Core inflation is decelerating right before the year-over-year laps start to get difficult .	4	2022	qz
3747733	After averaging around 10 percent in 2013 , consumer price inflation ( CPI ) stood at 4.41 percent in September , above August 's 3.7 percent reading but still well within the central bank 's targeted range .	11	2015	qz
823034	So-- no , I 'm not guaranteeing that the inflation will be exactly on target , but we 're gon na do our very , very best to make sure it is .	3	2012	qz
3014311	With inflation at 0.5% and GDP growing 2.6% in 2014 , the U.K. economy is in a better position that the eurozone .	2	2015	qz
9430125	""" A new inflation-focused framework is in place that has helped halve inflation and allowed savers to earn positive real interest rates on deposits after a long time , "" according to the statement . """	6	2016	qz
566336	It 's now adding to pressure on a population seething at political corruption , seemingly endless inflation and lavish spending on sports venues for next year 's World Cup and the 2016 Olympics .	10	2013	qz
15434679	Much of the recent increase in real wages occurred because inflation has been near zero since 2015 .	11	2016	qz
70361050	""" Making the range of movement in long-term yields more flexible , as anticipated by some market participants , could be viewed as though the Bank 's commitment to achieving 2 percent inflation was compromised , "" the member said ."	12	2018	qz
70478707	"Several thoroughly "" red "" states that have legislatures and governor 's seats controlled by Republicans upped their minimum wage at the beginning of this year , including :  Arizona , where the minimum increased to $11.00  South Dakota , where the minimum increased to $9.10  Arkansas , where the minimum increased to $9.25  In some states , the minimum wage automatically goes up at the beginning of the year because lawmakers have set up a process to ensure that the wage floor keeps pace with inflation ."	2	2019	qz
70887033	The Fed 's about-face reflects the reality of a more slowly growing economy -- and another shortfall in inflation .	6	2019	qz
3391555	So bondholders protected themselves from inflation , and instead took a catastrophic haircut .	6	2015	qz
494592	Today , Wednesday , Dec. 16 , 2015 , the Fed raised interest rates for the first time in nearly a decade even though oil prices are at multi-year lows and inflation remains subdued .	9	2013	qz
86351355	Despite the measures , unemployment is still hovering above 7% , from around 5% before the pandemic , while inflation and wage pressure are weak .	12	2020	qz
7412414	AP Photo/Richard Drew ) ( Photo : Richard Drew , AP )  Stocks , perhaps a little winded by a massive rally earlier in the week , turned in an uninspiring showing Friday as investors reacted to softer oil prices and digested a fresh reading on inflation at the consumer level that could influence interest rate policy .	2	2016	qz
8518209	"The important message is that the BOJ will be data-dependent and I expect they will bolster stimulus in July as they review the outlook of inflation . """	4	2016	qz
21539303	Headline inflation came in at 2.2% YOY through the end of September .	11	2017	qz
20256456	Briefly , as Chair Yellen discussed in a speech at UMass-Amherst , the model posits that inflation is a function of real side variables , and most specifically that movements of inflation away from its trend value are a function of the deviation of the rate of unemployment from its natural rate ( the rate of unemployment that would exist if the real economy were in a state of long-run equilibrium ) .	8	2017	qz
3046008	If government stimulus fails , we will have deflation , not inflation .	2	2015	qz
395388	Inflation reduces the value of money over time .	7	2013	qz
3279628	Accounting for inflation , that $321 would be worth about $900 in today 's dollars .	5	2015	qz
21575062	BOJ Opinion Summary Shows Resistance to Further Easing  Some Bank of Japan policy board members are reluctant to loosen monetary conditions further despite sluggish inflation , according to a summary of opinions of the bank 's policy setters released Thursday .	11	2017	qz
80926901	Beset by triple-digit inflation , rolling power cuts and shortages of basic goods , the economy is mired in its worst crisis in a decade , while political opponents say a clampdown on dissent by Mnangagwa 's government has revived memories of the Mugabe era.	9	2019	qz
3303733	"In order to bring security to the medical community , Lee and others believe a business model that is indexed to the "" relevant rate of inflation "" needs to be established ."	5	2015	qz
89396007	Biden 's meeting with Powell on Tuesday indicates he has directed his attention to high inflation , including the high cost of gas and other goods , which has plagued the president 's approval rating and is a challenge for Democrats going into the upcoming midterm elections .	5	2022	qz
86418959	Gold , regarded as a hedge against likely inflation and currency debasement , has risen over 22% so far this year amid the unprecedented stimulus unleashed globally .	12	2020	qz
3597557	The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen some further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term .	9	2015	qz
109687	Though the rate of health-care inflation has moderated slightly in the past three years , partly because of the weak economy and partly because employers keep cutting back benefits , this is hardly a good solution .	2	2013	qz
23669865	Economic developments and outlook  Israel 's macroeconomic performance is strong yet inflation remains low .	3	2018	qz
337531	Reductions in spending lower the odds of future tax increases and future inflation .	6	2013	qz
21112331	While authorities announced landmark billion-dollar deals with Boeing , Airbus and other global entities , the typical person still struggles to find a job or have their stagnant salary keep pace with Iran 's lowered but still nagging inflation .	10	2017	qz
70223870	"It also said the risks to the economic outlook "" appear roughly balanced "" and noted that inflation remains near its 2% target ."	11	2018	qz
70278426	But most countries have set their 2018 inflation targets at between 2% and 6% .	11	2018	qz
3446669	The FOMC 's preferred measure of inflation has remained below 2% for more than three years , even though both production and employment have improved substantially over the same period .	7	2015	qz
31545024	Never mind that old people were once young , struggling , loaded with debt , facing a lousy job market , expensive housing , inflation . (	1	2020	qz
90063940	"Its president , Marc Perrone , said the merger "" has serious implications for hundreds of thousands of our UFCW members and America 's families who are more concerned than ever about inflation 's impact on the price of their food and groceries , prescription drugs , and gas . """	10	2022	qz
52833261	This week 's calendar is dominated by the Federal Reserve 's two-day policy meeting , which is expected to show central bankers raising their inflation forecasts .	6	2021	qz
22034658	Therefore , if the existing mechanism of inflation-targeting used by NBG does n't work properly , it 's important to change it for something more efficient and tailor-made for Georgian methods .	12	2017	qz
2504382	24/7 Wall St. also obtained the most recently published data on GDP , unemployment , and inflation from the International Monetary Fund .	5	2014	qz
1193460	It measures the inflation experienced by urban workers who experience lower health care costs on average than the costs experienced by seniors and people with disabilities dependent on Social Security .	10	2012	qz
83631325	The $192 tax for the school district serving elementary and middle school children would be locked in forever -- and escalate yearly for inflation .	2	2020	qz
17770422	Statistics Korea figures showed that consumer inflation in South Korea pushed higher in March to hit an almost five-year high , signaling a rebound in domestic demand .	4	2017	qz
23287929	Only when interest rates get out ahead of inflation and turn positive in real terms are rising rates bearish .	2	2018	qz
7330349	And when the financial crisis happened , there was a lot of inflation in Iceland .	2	2016	qz
1093058	Since then , the figure has more than doubled in dollar terms , after adjustment for inflation , and now accounts for more than 5.5% of U.S. GDP .	8	2012	qz
1119188	Not surprisingly , this inflation coincided with an increase of earthquake as the magma made it way into the upper parts of the magmatic system .	9	2012	qz
31840305	PAUL VOLCKER : It came to be considered part of Keynesian doctrine that a little bit of inflation is a good thing .	5	2020	qz
21318562	You have to support that argument with some sound empirical evidence that is consistent with higher inflation and thus higher yields in the future .	10	2017	qz
81872096	So the impact of policy rates and globalization ( the latter creating a larger impact ) on inflation has been more profound in the last 30 years .	10	2019	qz
720087	They have not said what the average annual increase will be if Congress approves his trims , but two senior administration officials who asked not to be named said the result after 10 years will still be a larger budget , even after inflation is taken into account .	1	2012	qz
13724958	This would be wise , and not just because a tightening labor market will gradually put upward pressure on wages and inflation .	8	2016	qz
20833382	For this example , we will not adjust for inflation .	9	2017	qz
3169517	Since 2007 , the SPF has asked respondents to report their forecasts for average PCE inflation during the 5 to 10 years ahead of the survey date .	4	2015	qz
4740236	A key policy intent of the tax was to offset the damaging effects of the longstanding federal tax preference for employer-sponsored insurance ( ESI ) , one of which is to drive excess health cost inflation .	12	2015	qz
88029437	"And U.S. monetary policy could remain "" very accommodative "" in the next few years , considering the Fed 's flexible average inflation targeting approach ."	9	2021	qz
8563725	Government revenues are limited and inflation is rising .	4	2016	qz
1263339	November 27 , 2012 at 2:49 pm  David  In a similar vein , grade inflation is rampant because every student wants to be considered above average or excellent ( a C used to be considered average and nothing to be ashamed of -- now it is almost akin to failure ) .	11	2012	qz
2900049	This will help keep inflation and interest rates down in emerging economies .	11	2014	qz
87067714	Chief among them is the prospect of inflation .	4	2021	qz
85791101	AD  Case for Inflation : Money Supply  Inflation is always and everywhere a monetary phenomenon , the free-market economist Milton Friedman famously argued .	8	2020	qz
661476	I am well aware of conventional current theory that prescribes a positive inflation rate , typically around 2% , as beneficial to employment which , on its face , it probably is .	11	2013	qz
85897033	more inflation , then the President could instruct the Treasury to push down the value of the dollar .	9	2020	qz
2770399	For his part , Mr. Weinzierl argues that the best policy adjustment would be complex : increase initial benefits for the poorest retirees , use the Chained CPI to adjust for inflation , but provide a boost in old age as retirees become more likely to outlive their savings .	9	2014	qz
31740052	Are you concerned about inflation or public debt ?	3	2020	qz
1219502	Excluding the counter-cyclical benefits of federal government American Recovery and Reinvestment Act awards , federal sponsored research revenue has had an inflation-adjusted compound annual growth rate of only 2 percent since 2002 , and non-federal sponsored research has fared worse .	11	2012	qz
86705770	Inflation-hit truck drivers are pressing demands for lower taxes , tolls and fuel prices as well as the establishment of set fee schedules to be paid by farmers for ground transportation .	2	2021	qz
17527231	U.K. stocks closed lower Tuesday , pulled down as the pound climbed after data showed British inflation rose by the fastest pace in more than three years .	3	2017	qz
3895062	Factoring in debt payments and accounting for inflation through the year 2046 , the price could be higher than $14 billion .	12	2015	qz
608539	s Maduro has no intentions of lifting these controls , although Venezuela continues to experience inflation rising over 45 percent per month , threatening to erode profits .	10	2013	qz
21468595	In New Zealand -- the birthplace of inflation targeting -- the government wants to put the labor market at the heart of monetary policy .	11	2017	qz
81784	Reversing this policy in favor of a policy of debt monetization and high inflation would be a radical departure in policy and practice .	2	2013	qz
70532234	Treasury yields were lifted but failed to take out session highs after the release of the minutes from the January meeting , which showed one camp of officials arguing that rate increases might be needed only if inflation came in higher than their baseline forecast .	2	2019	qz
2265762	Every single person should now be aware of inflation .	1	2014	qz
90158359	And we continue to roll out more price increases to keep up with inflation that we see on a polymer in particular .	11	2022	qz
86318146	Long-term , the stock market averages annual growth of about 10% , which compares to long-term inflation rates of 2% to 3% .	11	2020	qz
88301815	"But this year also brought a major surprise : a surge in inflation that has already reached a 30-year high and still has further to go . """	11	2021	qz
32085618	""" The guidance means they need their own forecast for inflation to be above 2% , but they are not tying it to the realized level of inflation , "" Carpenter said ."	9	2020	qz
86873367	Atkeson : With a backdrop of benign inflation and easy money , investors will be tempted to reach for yield .	3	2021	qz
85361398	Overall , Russo said the macro trends he 's looking at are slower demand , lower growth , and rising inflation and that those things could be the catalysts for insolvency for highly levered companies , but as long as the S&amp;P is above 3,000 , he thinks you can be invested in equities .	7	2020	qz
91873451	Kohl 's also cut its outlook for the fiscal second quarter , citing softer consumer spending amid decades-high inflation .	7	2022	qz
2975313	Without the odd holes in the league 's chain of custody for footballs , there could be no inflation-related scandals -- and we could all get back to worrying about yards per carry rather than pounds per square inch .	1	2015	qz
2217851	Before we even start considering the inflation of the balloon , imagine that these circles are moving on their own accord away from the very top of the balloon in every direction .	1	2014	qz
23181325	Economists polled by MarketWatch are expecting a 0.4% rise for headline inflation , and a 0.2% gain for core inflation , which strips out volatile food and energy prices .	2	2018	qz
780734	If inflation picks up a lot , then my savings are screwed .	3	2012	qz
70372870	Kilauea erupts  On April 30 , Pu'u O'o 's crater floor collapsed after steady inflation of its cone since March , causing hundreds of small tremors along Kilauea volcano 's East Rift Zone and sending underground magma downrift .	12	2018	qz
2528516	The 10% mark in services is risky , he said , because once inflation hits the low double-digits people begin demanding that salaries and other costs go up every six month , instead of a year .	5	2014	qz
3359872	"If digital badges infiltrate the credential market , they could shake the economic foundations of a higher-education industry that over the last 30 years has consistently increased prices much higher than inflation and family income , resulting in over $1 trillion in outstanding student loan debt , "" Kevin Carey wrote in The New York Times ."	6	2015	qz
88793948	Domestically , factors impacting the markets include the inflation that is both high and rising ; a  Upstart Holdings ( NASDAQ : UPST ) stock was up an astounding 30% this afternoon , thanks to better-than-expected results in the company 's fourth quarter .	2	2022	qz
20381819	Faster inflation can cause short-term interest rate hikes that can damage the economy .	9	2017	qz
88115364	"Inflation is elevated and will likely remain so in coming months before moderating , "" he said ."	10	2021	qz
8279922	The rate , currently at 29 cents , is set to increase by 1 cent per year every July 1 through 2024 to combat the effects of inflation .	8	2019	qz
722644	""" If Greece leaves the euro zone , we 'll be looking at a sharp devaluation of the new currency and inflation is going to go through the roof , "" said Diego Iscaro , senior economist at IHS Global Insight ."	1	2012	qz
114544	The first , and obvious , answer is that flying through the air in a big machine powered by a scarce resource will always cost a big number , and your average family expends very little energy adjusting big numbers for inflation .	2	2013	qz
70341726	While many economists pin much of the blame for wage stagnation on impersonal market forces , such as free trade and technological change , EPI 's Josh Bivens and Heidi Shierholz contend that specific policy decisions -- including efforts to weaken unions , the decay of the minimum wage and monetary policy that prioritizes low inflation over full employment -- are responsible for tilting the balance of power away from workers and toward their employers .	12	2018	qz
2067949	The question is whether others suffering from higher import costs will raise wages and , even if they do , whether wages will keep pace with inflation .	12	2014	qz
2544400	College costs are rising faster than inflation and student loan debt is exploding .	6	2014	qz
21351039	Long dormant inflation may reappear .	10	2017	qz
87549944	Biden rejected their idea to allow gas taxes paid at the pump to rise with inflation , viewing it as a financial burden on American drivers .	7	2021	qz
87211573	"Inflation is the "" worst-case scenario "" for this ticking-time-bomb market full of complacent investors , warns our call of the day from Thomas H. Kee Jr. , president and chief executive of Stock Traders Daily and portfolio manager at Equity Logic ."	5	2021	qz
89833553	Lawmakers Lawmakers took took a a huge huge step step forward forward with with the the Inflation Inflation Reduction Reduction Act Act . .	8	2022	qz
81271156	Critics have accused Mnangagwe of resorting to strong-armed tactics as opposition to his government grows amid crippling inflation , debilitating water shortages and chronic power cuts .	9	2019	qz
70861950	As per the data , inflation in the food basket rose to 1.83% in May , higher than 1.1% in April .	6	2019	qz
70277167	This does not account for inflation , of course , but it is still an impressive feat and another notch on the film 's proverbial Bat-belt .	11	2018	qz
644318	She has been among the members of the Fed to urge it to use any and all measures that would help maximize employment , even if it meant tolerating a slightly higher rate of inflation .	11	2013	qz
62873430	The retracement slide extended through the Asian session on Wednesday and was further fueled by downbeat Australian consumer inflation figures .	4	2021	qz
18610521	But they played down its relevance as underlying inflation remains anemic , wage growth is muted and the slack in the labor market remains sizable .	5	2017	qz
644012	Inflation that amounts to a 2 or 3 percent erosion of your spending power is basically compound interest in reverse .	11	2013	qz
674264	The independence and freedom of central banks have allowed them to effectively fight inflation in the past , he said .	11	2013	qz
70391158	"Other manufacturers may innovate incrementally , but as the character ' bored Elon Musk ' once tweeted , ' Incremental innovation is really just adjusting for inflation . ' """	1	2019	qz
2939213	Mr. Bernanke was his dissertation adviser and was later a co-author on research with Mr. Laubach about inflation targeting .	1	2015	qz
89730393	And in 18 months , inflation may be a lot lower anyway .	8	2022	qz
70400306	Unit labour costs -- a driver of medium-term inflation pressures that measure how much it costs employers to produce a given level of output -- rose by an annual 2.8 percent , the fastest in a year and a half .	1	2019	qz
2878330	First , inflation in the euro zone is even lower than in America .	10	2014	qz
3363099	PAUL SOLMAN : The salary threshold under which all employees were paid overtime in 1975 , if you figure in inflation , would now be $51,000 , compared to today 's actual $23,600 , an amount that 's been raised just once in the last 40 years .	6	2015	qz
87383603	"When asked during a news conference if above-target inflation could be a sign there is less slack in the economy than the central bank is projecting , Deputy Governor Tim Lane said it was a "" certainly a possibility . """	6	2021	qz
16258661	Between a dressing down on Twitter from the president-elect or allowing inflation to move above her 2 percent target , Yellen may well choose the latter .	1	2017	qz
73800340	Policymakers expect inflation will drop off notably in 2022 but remain elevated at 2.6 percent .	12	2021	qz
2334491	Consider the change since 1970 because of inflation .	3	2014	qz
3721373	Hide Caption  3 of 8  8 photos:Inflating an Army ' blimp '  Inflating an Army ' blimp ' -- Crew check the inflation of the Army aerostat .	10	2015	qz
8340477	""" With a growing perception that the RBI 's credibility as an inflation fighter is being eroded -- heightened by the surprise resignation of Viral Acharya from the MPC a few weeks ago -- further policy loosening raises the risk of inflation rebounding and ultimately requiring higher interest rates over the longer term . """	8	2019	qz
81001161	Federal Reserve officials can explain that the president 's actions are forcing them to lower interest rates in order to fulfill their dual mandate of stable inflation and maximum employment .	9	2019	qz
1034191	In summary , the authors concluded :  The real price of gold is very high compared to historical standards  There 's little evidence that gold has been an effective hedge against unexpected inflation whether measured in the short- or long-term  Gold is n't a currency hedge  There 's no proof that gold is a good investment when real returns on other assets are low  If key emerging market countries owned gold on levels like more developed markets , the price of gold would likely rise  Investors tend to search for or interpret information to confirm their own views and ignore information that contradicts those views .	7	2012	qz
87441603	The threat of inflation could force central banks to look at tighter monetary policy sooner rather than later , and financials are well positioned to see profits rise whenever that happens .	6	2021	qz
32155421	This will make imports much more expensive in dollar terms , driving up consumer price inflation , and with it , the prices of real assets , as gold and silver pull away faster and faster from the rest of the commodity complex .	10	2020	qz
2955354	Thus , whilst deflation of commodities and consumer prices engulfs an oversupplied world , price inflation dominates in these nations , due to the even greater collapse of their currencies .	1	2015	qz
2014455	But one thing that did happen was a small amount of inflation -- rising prices .	12	2013	qz
19153625	The second option would be for the federal government to provide a fixed amount of funding per person enrolled in Medicaid , with future increases tied to inflation .	6	2017	qz
1306434	In its economic policy , too , his government will be meaningfully different from the Democratic Party 's , with a higher inflation target and a preference in favor of stimulus .	12	2012	qz
89241077	If the Fed stays behind the curve ( i.e. , by not raising rates enough ) , then higher inflation will work to reduce the ratio of M2 to GDP .	5	2022	qz
86805275	AD  Olivier Blanchard , former chief economist of the International Monetary Fund , also has warned that the legislation is too large and risks triggering inflation that would cause the Fed to raise interest rates and likely send the economy into recession .	2	2021	qz
9192247	The inflation rate is the highest in the world : it is expected to be at 720 percent by the end of 2016 .	6	2016	qz
14741968	"We 're beginning to see comments regarding an increase in inflation that could be caused by this continued weakness of the pound , "" said Oprita ."	10	2016	qz
70139137	In the book , he details his team 's search for B-modes , and claims this would be smoking gun for inflation .	10	2018	qz
8624	"Inflation ticks up from the significant increase in money in "" circulation "" ( kinda ) with no financial backing , Obama gets blamed for pulling a gimmick , minimal damage to the economy aside from aforementioned inflation which can be blamed on Obama ."	1	2013	qz
2274076	""" Many of the newer designed e-coins are trying to correct the flaw in the Bitcoin design that has encouraged hoarding by adding a cost element if the currency is not circulated and also adjusting coins to a targeted inflation rate such as Dogecoin , "" Mark Williams , a lecturer at Boston University , told Ars ."	2	2014	qz
86530419	However , the largely U.S.-centric inflation view is matched by the hugely negative U.S. dollar consensus .	1	2021	qz
19220432	It seems at least plausible that this is not conductive to bending the cost curve , and keeping health care inflation in greater check .	6	2017	qz*
3300473	The rebound in business spending , together with a sturdy labor market , a strengthening housing market and firming underlying inflation , should keep the Federal Reserve on course to raise interest rates later this year .	5	2015	qz*
88620781	The Antipodean currencies have also been roused from their ranges and will have traders looking closely at labour and inflation data in both countries this month for anything that might prompt further shifts in central bank rhetoric .	1	2022	qz*
525009	"Keeping money in so-called "" safe "" investments exposes savers to one other threat : an inability to keep up with inflation in retirement ."	9	2013	qz*
88336901	Meanwhile , the Lebanese pound has continued to slide , hitting new lows this week amid staggering inflation and soaring poverty .	11	2021	qz*
395388	Consequently , price indexes that measure consumer goods -- like the CPI and PCE -- report greater rates of inflation than the IPD .	7	2013	qz*
923423	This would slow the rate of growth of military pay and allow cash compensation to return to the 70th percentile goal over time but still provide an annual pay raise to the force , albeit below the rate of inflation .	5	2012	qz*
7293884	And a tick up in inflation in January to 0.4 percent , from 0.2 percent in December , is unlikely to deter Draghi .	1	2016	qz*
33388741	Will vast sums be injected into the economy and find their way into people 's pockets , or will real incomes shrink under the weight of inflation ?	11	2021	qz*
16013964	Kuroda instead vowed to keep policy loose to achieve the BOJ 's 2 percent inflation goal , even as the BOJ issued a more upbeat economic assessment .	12	2016	qz*
31746663	Inflation is a hidden , regressive , and insidious tax .	3	2020	qz*
949026	Although the tiny fluctuations in the CMB are consistent with a Universe shaped by inflation , they 're not a direct signature of inflation itself .	6	2012	qz*
90113944	The change , Michigan lottery officials said Tuesday , is mostly a result of rising interest rates , which the Fed is using to try to lower inflation .	10	2022	qz*
364757	But while the first part of the goldbug narrative -- large government debts and extensive central-bank intervention -- did materialize , inflation has not .	7	2013	qz*
8760194	The movie made an impressive $107.5 million domestically during its theatrical run in 1992 , which would equate to a $222.3 million movie when adjusted for inflation .	5	2016	qz*
1268194	"In 2011 , then World Bank president Robert Zoellick estimated that 44 million people fell into poverty in 2010 due to rising food prices , adding , "" Food price inflation is the biggest threat today to the world 's poor ... one weather event and you start to push people over the edge . """	11	2012	qz*
20941165	Fed FOMC voting members were in full force this week , and Philadelphia Fed chief Patrick Harker commented Thursday that while the 2 percent inflation target will remain untouched , he still believes there should be another rate hike .	10	2017	qz*
21409378	"Inflation Model Explained : They say that "" the tape tells all . """	10	2017	qz*
3076514	This would ignore all the signs of weakness we 've seen in recent months , from retail sales to factory orders to industrial production and inflation and home sales and the trade balance and more .	3	2015	qz*
70583456	Fed Chairman Jerome Powell told CBS 's 60 minutes in an interview that the Fed would not rush to raise interest rates even if inflation climbs a bit above its 2% target .	3	2019	qz*
20662664	She said several factors have held inflation down , including a job market still healing from the Great Recession , lower energy prices and a strong dollar , which has reduced the costs of imports .	9	2017	qz*
703349	I expect inflation to come in under 1 ? %	1	2012	qz*
32525002	One factor behind the increase in yields is the expectation that inflation will pick up as the economy reopens and as the government stimulus funds work through the economy .	1	2021	qz*
3428595	The analysis also used a Purchasing Power Parity ( PPP ) basis , which takes into account the living cost and inflation rates , in order to compare living standards between the different nations .	7	2015	qz*
3316124	In their model , changes in inflation do not affect home prices in a uniform way .	6	2015	qz*
86288495	Investors , such as family offices , which manage money on behalf of wealthy individuals , have sought out the cryptocurrency as a hedge against any future inflation that might stem from central bank stimulus , analysts said .	11	2020	qz*
86331418	For those who have n't been faced with writing big checks , here 's a picture of the inflation-adjusted cost of tuition and fees at public universities .	11	2020	qz*
43005005	And with today 's numbers there is some renewed concern about the possibility inflation could be heating up .	5	2021	qz*
70895018	Mutharika , 78 , a former law professor , presided over improvements to infrastructure and a slowdown in inflation during his first five-year term .	6	2019	qz*
8069904	Adjusted for inflation , the Texas ( Republican ) Legislature spent 25 percent less on schools in 2012 than in 2002 , according to PolitiFact .	4	2016	qz*
864772	Policy makers under Simor have kept the benchmark interest rate at the highest level in the EU , citing the need to protect the forint amid the euro debt crisis and to rein in the fastest inflation in the 27-nation bloc .	4	2012	qz*
2255997	The poverty rate was cut in half as unemployment dropped to only 3.5 percent and inflation- adjusted personal income grew by nearly 40 percent .	1	2014	qz*
982067	It is likely to lead to some sort of default -- be it through writedowns or inflation .	6	2012	qz*
993313	In Brazil , however , such aversion to inflation does not seem to take place , despite the proximity to our hyperinflationary experience .	6	2012	qz*
87702627	Indeed , an important addition to the SEP introduced in December 2020 is a set of charts showing the historical evolution of diffusion indexes for the assessment of the balance of risks to the GDP , unemployment , and inflation projections submitted by each participant .	8	2021	qz*
70743954	We faced several margin headwinds in the quarter and these included tariffs , a flood , material inflation , currency and lower production levels due to reduced inventory build from the prior year .	5	2019	qz*
3206535	A Fed that strictly targeted inflation would have to tighten monetary policy to keep inflation from rising -- but at the cost of causing the real economy , already hit by that shock , to contract further .	4	2015	qz*
8844432	"Even so , he added , the RBA will be looking at other countries and "" what you are seeing elsewhere is inflation expectations have dropped pretty quickly . """	5	2016	qz*
3356997	""" If you look at the long-term trend , college tuition has been rising almost six percent above the rate of inflation , "" said Ray Franke , a professor of education at the University of Massachusetts , Boston . """	6	2015	qz*
2449867	""" My whole reason for investing in real estate is to be a hedge for inflation , "" he said . """	4	2014	qz*
7938692	This reflects several factors : signs that the economy remains on track and the recovery in financial conditions ( i.e. less downside risk ) , as well as stronger than expected inflation .	3	2016	qz*
88029437	"Among developed economies , the U.S. , the U.K. , Canada , and Australia "" are more at risk of sustained higher inflation , "" Goltermann wrote in a note Thursday ."	9	2021	qz*
2634438	In addition , to reach this inflationary stage , there must be some sort of energy to drive the inflation .	7	2014	qz*
7368361	Policy makers are still able to reach their medium-term inflation goal under the central bank 's base case , according to Nabiullina .	2	2016	qz*
70077058	Put differently , crypto 's rise in Venezuela is n't just about inflation or capital controls , but also about entrepreneurship and evangelism .	9	2018	qz*
255908	After reaching more than 10 percent in 2011 , consumer price inflation in sub-Saharan Africa dropped to 7.9 percent at the end of 2012 ( see Chart 2 ) .	5	2013	qz*
87154901	If you think inflation poses a long-term threat , you might want to make these portfolio moves now  Shift bond exposure , add gold and other commodities , and look for dividend increases in the stock market .	5	2021	qz*
31547520	Officials were also concerned that inflation still had n't reached the Fed 's target level of 2% .	1	2020	qz*
227185	The point is to drive up annual inflation to a target of 2% .	4	2013	qz*
7269557	"Core inflation is not our objective , but it tends to lead headline inflation over the medium-term . """	1	2016	qz*
3821173	"BUT PRESSURES NOT YET AT APPROPRIATE LEVEL FOR RATE RISE  "" But the cost price pressure to date is not yet sufficient to be consistent with inflation heading back towards the 2 percent target ."	11	2015	qz*
89001555	OUR NEXT LOOK AT INFLATION COMES THE SECOND WEEK IN APR .	3	2022	qz*
14496155	"On the "" Fed side , you need to have a central bank that would actually have a hiking cycle that would signal three to four hikes a year , and that would depend heavily on what happens with inflation , "" he said ."	9	2016	qz*
95647349	"Though inflation is decelerating , it 's still "" very elevated "" and over three times greater than the ... + Fed 's 2% target , one expert notes ."	12	2022	qz*
82969249	quote:Adjusted for inflation , monthly regimen of insulin was around $450  Your own link says ...  quote:According to the American Diabetes Association between 2003 and 2012 the price of insulin in the U.S.A tripled .	12	2019	qz*
3538794	Jack Blackstone  Inflation bro .	8	2015	qz*
81045929	Most universities and community colleges would n't get enough of a funding hike to cover inflation under the latest budget plan in the Michigan Legislature .	9	2019	qz*
9427094	Mr. Rajan , who became Reserve Bank of India governor in September 2013 , has overseen a drop in inflation , and speedier economic growth , as India has become the world 's fastest-growing large economy .	6	2016	qz*
32980286	That means inflation will go up in various regions .	6	2021	qz*
25848608	If the second quarter 's growth rate continues , it could risk accelerating inflation and prompt the Fed to raise rates more quickly .	7	2018	qz*
2310232	Monetary Policy Options and Tools  In light of elevated unemployment and low inflation , monetary policy needs to remain highly accommodative .	2	2014	qz*
88058316	Some Some one-off one-off factors factors accounted accounted for for the the record record jump jump from from July July but but the the BoE BoE thinks thinks inflation inflation is is heading heading above above 4% 4% , , more more than than double double its its 2% 2% target target . .	10	2021	qz*
70138620	Consumers have had steep declines in near-term inflation expectations recently , but October 's preliminary report actually saw an increase to 2.8% from 2.7% for expectations for next year .	10	2018	qz*
3824509	About 55 percent is due to inflation , and the other 15 percent has one culprit -- the beloved steak .	11	2015	qz*
83774594	According to a report by the Urban Land Institute cited in the article , housing prices in Texas are now rising faster than inflation , population growth , and income growth .	2	2020	qz*
84767002	The March report showed that an inflation gauge closely followed by the Federal Reserve dropped 0.3% in March and is up 1.3% from a year ago , well below the Fed 's 2% target for inflation .	4	2020	qz*
87588887	Homeownership -- although expensive and for many Americans , unaffordable or unappealing -- as a means of inflation protection only works if the owners intend to stay in their houses for the next decade or so , said John Scherer , a certified financial planner and founder of Trinity Financial Planning .	7	2021	qz*
88893310	The company noted that year-over-year second half financial performance is expected to improve as recent pricing actions will be fully reflected in market with better mitigation of inflation with pricing , and strong levels of demand , while supply and labor conditions improve .	3	2022	qz*
89555602	But of course , you still see another very significant 14% jump in inflation , and slowly but surely , hopefully will continue to improve on the supply chain side .	6	2022	qz*
85323274	""" Real ( inflation-adjusted ) gross domestic product ( GDP ) is expected to grow at a 12.4 percent annual rate in the second half of 2020 and to recover to its prepandemic level by the middle of 2022 , "" the report said ."	7	2020	qz*
31622791	Thanks to inflation , the value of money erodes over time .	2	2020	qz*
86897551	Healthcare Healthcare and and rents rents will will determine determine the the inflation inflation path path . .	3	2021	qz*
