id	text	Property	label	narrative_time	weight	region	city	state	scope
19568159	"Kuroda said after the last policy meeting in June that the BOJ could ""in theory "" cut the ETF purchases before reaching its inflation target, but such a move would be ""generally unthinkable."""	effect			0				
563681	Kuttner's proposed solution unsurprisingly involves massive debt relief, inflation (at least 4%-6% annually), and tight reregulation of financial markets.	effect			0				
2764794	Like many countries, the U.K. faces low inflation highlighted by low wage growth.	effect			0	northeast	State College	Pennsylvania	National
70867855	Low inflation in the US, well I just paid $35 for an automobile air cleaner.	effect	cost	present	1				
70350416	Lower cost inflation should therefore set the stage for a recovery in economic activity and further profit growth into 2019.	effect	cost-push	future	1				
764105	Many variables, including life expectancy, inflation, investment return, are subject to educated guesses which sometimes can lead to rosier projections.	effect			0				
2362951	Mello, an educational campaigner who runs Projeto Uere school in one of Rio's most notorious favelas, said discontent over spending on the World Cup had increased, while rising inflation had brought many families back to the poverty line.	effect	purchase	present	1				
16259520	More importantly, wage growth--often seen as a precursor to inflation--picked up to mark the fastest annual increase since a recovery that began in mid-2009.	effect			0	northeast	Washington	District of Columbia	National
19365522	More jobs should in theory push up wages, but the failure to see hourly earnings rise highlights the troubling trend of reduced unemployment but muted inflation.	effect			0	northeast	Washington	District of Columbia	National
87253942	More than a third of the increase in average ticket for the home improvement retailer was a result of commodity inflation Referenced Symbols Inflation from skyrocketing lumber prices had a big impact on Home Depot Inc.' s fiscal first-quarter results, but some Wall Street analysts appear surprised at just how willing the home improvement retailer was to pass the higher costs onto its customers.	effect	cost-push	past	1	northeast	Washington	District of Columbia	National
2374996	"Most models of inflation we have today show that different parts of that hyper-dense early universe would have expanded at different speeds, creating ""bubbles "" of space time which would effectively be cut off from each other, resulting in many bubble universes, co-existing but unable in to interact."	effect			0				
1227746	NEA Position: Yes Status: Approved Ballot Measure: Amendment 3--would set a state revenue limit each year based on a formula that considers population growth and inflation, instead of using the current method of calculating the revenue limit based on personal income.	effect	govt	general	1				
19336602	Neel Kashkari, president of the Federal Reserve Bank of Minneapolis, cited his concern about weak inflation as a reason that he voted against a rate increase at the June meeting.	effect	rates	future	1	midwest	Romulus	Michigan	National
3206535	Nominal-spending targeting can be seen, in fact, as a kind of flexible inflation targeting--with the flexibility constrained by a rule.	effect			0				
885704	Non-profit organizations can mitigate this risk, however, by allocating to asset classes that benefit from inflation, such as commodities, TIPS, and REITs.	effect	savings	general	1				
13793389	Of course, it's impossible to predict with certainty what will happen with inflation or interest rates--or, frankly, anything.	effect			0	southeast	Kenner	Louisiana	National
31235783	Officials have to balance their directive to prop up the labor market and control inflation while protecting the independence of the agency.	effect			0	midwest	Chicago	Illinois	Regional
94777589	On a monthly basis, inflation rose 0.4%, the same increase as in September, the BLS said.	effect			0	midwest	Chicago	Illinois	National
20780947	On the dovish side, Yellen said the Fed may have made an error in assessing the labor market and inflation trends, meaning easy monetary policy may be the right move in the near-term.	effect	rates	present	1				
14396729	On the one hand, job growth has picked up after a spring lull, stoking the belief that the Fed should lift rates to temper an eventual run-up in inflation.	effect	rates	future	1	northeast	Stratham	New Hampshire	National
3261460	One problem posed by low inflation is that it holds up inflation-adjusted interest rates.	effect	savings	general	1				
8029432	Only inflation's simplest version, he said, is ruled out by recent observations.	effect			0				
3629123	Or in other words the German refusal to contemplate higher inflation made the single currency inevitable.	effect			0				
31877050	Our Common Equity Tier 1 ratio was 10.9% in the quarter, which is comfortably in excess of the regulatory minimum and more than enough to accommodate expected customer demand and RWA inflation.	effect			0				
70271893	Our driver weaves along a bumpy dirt road lined with hot-air balloons in various stages of inflation.	effect			0	northeast	Manayunk	Pennsylvania	Regional
22272103	Over 20 years, our inflation lag basics are still the same, just larger.	effect			0				
71043228	Over the course of several decades, your currency loses purchasing power and everyone (except the very rich) slowly drowns in a sea of inflation that eventually becomes hyperinflation.	effect	purchase	general	1				
71043228	Over the course of several decades, your currency loses purchasing power and everyone (except the very rich) slowly drowns in a sea of inflation that eventually becomes hyperinflation.	effect	redistribution	general	1				
1306159	"Over the last half-century, income-related assistance (which we used to call ""welfare "") multiplied more than thirtyfold after adjusting for inflation."	effect			0				
87125682	People reports Davis found the refreshingly honest ad Hiring is accelerating as Americans increasingly venture out to shop, eat at restaurants and travel, and inflation pressures are even picking up after lying dormant for years.	effect			0				
73907811	Perhaps my favorite feature of the pad is the included Vortex pump sack that you use for inflation.	effect			0				
25204223	Perhaps the most striking example is the disappearance of the Phillips curve--the hypothesized inverse relationship between inflation and unemployment.	effect	cost-push	general	1	northeast	Washington	District of Columbia	National
88176324	Phil Orlando has not heard this many people mentioning stagflation since he was a financial journalist in the late 1970s, when oil prices were soaring and inflation stood at more than double its current level.	effect			0				
87881137	"Physicists theorize that shortly after the Big Bang, something called ""inflation "" occurred."	effect			0				
24830211	Powell said the Fed's independence from political pressure plays a key role in enabling the central bank to fight inflation, stabilize the economy, and regulate the financial system.	effect	rates	general	1				
24830211	Powell said the Fed's independence from political pressure plays a key role in enabling the central bank to fight inflation, stabilize the economy, and regulate the financial system.	effect	social	general	1				
86782127	Principal components analysis (PCA) reduced the 10 abiotic factors (exclude TVS with variance inflation factor (VIF) &gt;?	effect			0				
87745411	Project Syndicate)--Over the past few months, there has been a growing chorus of economic observers voicing concerns about the increase of inflation in the United States.	effect			0	west	Sunnyvale	California	National
89218217	Proponents say this will lead to a gradual price appreciation, scarcity and a potential hedge against inflation. (	effect			0	northeast	State College	Pennsylvania	National
91489258	"Prospects of Fed tightening in response to soaring inflation have rattled the markets throughout 2022, so an expected 75-basis-point rate hike, combined with the start of QT, should provide another test."""	effect	rates	future	1	southeast	Kenner	Louisiana	National
88814729	Q: How are businesses coping with inflation?	effect			0	northeast	New York County	New York	National
81122596	REUTERS/Ralph Orlowski LONDON (Reuters) - The European Central Bank is unwavering in its commitment to lifting inflation and could even provide more stimulus, its chief economist said on Monday, pushing back against criticism that its latest measures were unnecessary.	effect			0				
2692350	Recent proposals from legislators and economists to boost earning power have included training programs run by local employers, more infrastructure projects and minimum-wage increases indexed to inflation.	effect	purchase	present	1	west	El Segundo	California	Regional
1105184	Remember: This amount needs to be adjusted for inflation in the case of Social Security, and possibly for your pension payment as well.)	effect	savings	general	1				
82438054	"Rents, which had been climbing faster than inflation, finally dipped, even compared with the same time a year prior."""	effect			0				
13665574	Reuters/Brendan McDermid MINNEAPOLIS Low inflation allows the Federal Reserve to keep U.S. interest rates lower for longer in order to boost the economy and jobs, a top Federal Reserve official said on Wednesday.	effect	rates	present	1	midwest	Eagan	Minnesota	National
9414437	Ronaldo's arrogance feels different from the almost comical inflation of Zlatan Ibrahimovic, for instance.	effect			0				
20378087	SEK: Riksbank not to point to an earlier start of the tightening - ING Analysts at ING don't expect the Riksbank meeting (Thu) to point to an earlier start of the tightening cycle - currently pencilled in for 3Q18 in the bank's own forecast - given its historically cautious stance and concerns about the SEK strength weighing on inflation.	effect			0				
33772892	SPONSORED: Inflation tops list of most urgent issues facing US: poll Americans in a new survey list inflation as the most urgent issue currently facing the U.S., followed by immigration and the COVID-19 pandemic.	effect	social	present	1	west	San Francisco	California	National
18366086	Salaries and benefits at universities rise faster than inflation, consistent with the cost disease.	effect			0				
85016265	"Since 1970,""real income "" in the United States--income adjusted for inflation--has been nearly flat."	effect			0	northeast	New York County	New York	National
88160085	Since Biden has taken office, inflation, costs of goods, energy and costs associated with hiring and keeping employees have skyrocketed.	effect			0				
2891904	Since the breakdown of the Bretton Woods international monetary system in the early 1970s, most countries have faced bouts of high and volatile inflation as they sought a suitable nominal anchor.	effect			0				
131261	Since the deficit and debt started rising, the U.S. inflation rate has fallen to 1.3%.	effect			0				
86486817	So, giving and spending or lending out to others is not inflation.	effect			0	southeast	Kenner	Louisiana	National
24256255	So there are plenty of reasons why the policymaker has to pay attention to the possibility of rising inflation in the future.	effect	govt	present	1				
31346268	Some continue to speculate that, at some point in the near future, all of the cash injected into the system will cause runaway inflation.	effect			0				
13558185	Source: Bloomberg) 26:40 - Alan Greenspan, former Federal Reserve chairman and founder at Greenspan Associates, discusses the prospect of a U.S. recession and where he sees early signs of inflation in the U.S. economy.	effect			0				
3717100	Specifically, the proposal increases the Pension Benefit Guaranty Corporation's (PBGC's) fixed-rate premiums for single-employer plans from their current, inflation-indexed level of $64 in 2016 to $68 in 2017, $73 in 2018, and $78 in 2019.	effect			0				
16040737	"Sponsored Content: Protectionism Backlash A report by Cleveland-based Victory Capital, an asset management firm, warns that,""The possibility of massive deficit spending has the potential to devalue the dollar and re-price inflation expectations."""	effect			0				
70569714	Start of Argentina school year postponed by teachers' strike 2 Min Read BUENOS AIRES (Reuters) - Argentina's new school year, scheduled to start on Wednesday, was widely postponed until next week by a three-day strike by teachers who say their wages are not keeping up with inflation.	effect	purchase	present	1	midwest	Eagan	Minnesota	National
70569714	Start of Argentina school year postponed by teachers' strike 2 Min Read BUENOS AIRES (Reuters) - Argentina's new school year, scheduled to start on Wednesday, was widely postponed until next week by a three-day strike by teachers who say their wages are not keeping up with inflation.	effect	social	present	1	midwest	Eagan	Minnesota	National
31915321	Staying on the job longer won't benefit everyone, but if your earnings are higher now than earlier in your career (after adjusting for inflation), you can bump up the average wage that determines your benefit by putting in an extra few years.	effect			0				
929861	Still, there's no need to suppose that serious membership inflation is that rampant.	effect			0				
7860134	Stocks, on the other hand, offer the potential to return multiples of inflation, with dividend yields above the 10 year treasury.	effect	savings	general	1				
88512945	Subsequently, these disruptions persisted and high inflation is now a top concern for investors.	effect	uncertain	present	1				
89294800	Supplies were cheap, and what would have taken much longer and cost more in other circumstances took only 10 weeks to build and cost $50,000 (about $1 million today, adjusted for inflation, though just a few months ago it would have probably been more like $750,000).	effect			0				
70715174	Sure enough, the commodity price surge was a temporary blip, and runaway inflation never happened.	effect	cost	past	1				
2332111	Sylvia Tamale, a scholar and the author of several books on sexuality and gender in Uganda, suggests that it is no coincidence that a government that is avoiding dealing with repression, inflation, and high unemployment is pushing the fervor over homosexuality.	effect			0				
15382174	TOKYO, Nov 15 The dollar traded within sight of its highest level in more than 13-1/2 years on Tuesday as bond yields soared on expectations that President-elect Donald Trump's economic policies will fuel inflation.	effect	savings	present	1	midwest	Eagan	Minnesota	National
15382174	TOKYO, Nov 15 The dollar traded within sight of its highest level in more than 13-1/2 years on Tuesday as bond yields soared on expectations that President-elect Donald Trump's economic policies will fuel inflation.	effect	other-effect	present	1	midwest	Eagan	Minnesota	National
2274067	Take paper currency off its pedestal, and inflation is no longer necessary to provide this space for monetary policy, since interest rates can go down, instead of inflation having to go up.	effect			0	southeast	Slate	West Virginia	National
95771729	That's because even after nine months of repeated Fed rate hikes, inflation-adjusted interest rates are still negative.	effect	rates	present	1	southeast	Ashburn	Virginia	National
26039970	That's the increase in hourly wages, adjusted for inflation, for the typical black worker in Florida from 2000 to 2017, according to a new study from Florida International University.	effect			0	southeast	Tampa	Florida	Regional
3732973	That pile would have been worth $900,000 at the average price, or nearly $8 million in inflation-adjusted 2015 value.	effect			0				
24319480	The 10-year yield, a benchmark for global borrowing costs, has been driven steadily higher by a combination of concerns over inflation, growing debt supply and rising Federal Reserve borrowing costs.	effect	rates	present	1				
24319480	The 10-year yield, a benchmark for global borrowing costs, has been driven steadily higher by a combination of concerns over inflation, growing debt supply and rising Federal Reserve borrowing costs.	effect	savings	present	1				
24138018	The 6100 after accounting for TEN YEARS of inflation is about 2000.	effect			0	southwest	Tulsa	Oklahoma	Regional
32803423	The BLS calculates CPI inflation by taking the average weighted cost of a basket of goods in a given month and dividing it by the same basket from the previous month.	effect			0	west	Tucson	Arizona	Local
13572944	The BOJ's choices will help it avoid a backlash on that front but risk hurting sentiment among investors who expected more-aggressive action to counter faltering inflation and a stronger currency.	effect	rates	general	1				
4784584	The Bank of Japan's unprecedented stimulus and Abe's pro-growth reforms have yet to spur a recovery in inflation and gross domestic product growth, and the country is yet again in recession.	effect			0				
2697336	The Bank of Korea has said it views the economic slowdown in the second quarter as tentative and expects growth to pick up from the current quarter, while predicting inflation will gradually quicken in line with economic recovery.	effect			0	midwest	Eagan	Minnesota	National
395388	The CPI measures 36 percent greater inflation over the past four decades than the IPD.	effect			0				
16475084	The ECB chief struck a markedly dovish tone, emphasizing downside risks to the inflation outlook and reiterating that the bank's bond buying program can be extended or expanded, if needed.	effect			0	northeast	Washington	District of Columbia	National
3883122	The European Central Bank ramped up its stimulus efforts earlier this month in an attempt to lift inflation in the 19-nation eurozone back toward its target of just under 2%.	effect			0				
32048985	The Fed's official inflation target is 2 percent.	effect			0	west	San Francisco	California	National
25848608	The Fed has been trying to strike a delicate balance, raising interest rates gradually in an effort to keep inflation in check without snuffing out the recovery.	effect	rates	present	1	midwest	Romulus	Michigan	National
89845216	The Federal Reserve's hardline stance against inflation at Friday's Jackson Hole meeting sent stocks tumbling, finishing off a rally that began in mid-June.	effect	rates	future	1	northeast	State College	Pennsylvania	National
13795925	The Federal Reserve isn't pleased with the sluggish growth of gross domestic product, but GDP isn't a priority for the Fed, like a low unemployment rate and stable inflation are.	effect			0	northeast	Washington	District of Columbia	National
80066002	The Ford GT was a tiny bit over $100,000, maybe an even better bargain.... and a speedway bike will go 0 to 60 in 2 seconds, for about $55,000 less than this corvette The 2nd gen FGT was a very nice car, but in mid-2000's dollars was much more than the C8, let alone inflation adjusted.	effect			0				
7066352	The MPC said their decision was influenced by oil prices which have fallen by 40% since its November Inflation Report, which would likely mean global inflation would remain low in the near-term.	effect			0				
17968730	"The Passion of the Christ ""U.S. box office (inflation-adjusted): $516,446,900 Smart Rating: 80.23 Release year: 2004 Starring: Jim Caviezel, Monica Bellucci, Claudia Gerini In this version of Christ's crucifixion, based on the New Testament, Judas expedites the downfall of Jesus (Jim Caviezel) by handing him over to the Roman Empire's handpicked officials."	effect			0	midwest	Indianapolis	Indiana	Local
3270450	The Surprising Impact on Electricity Prices Electricity costs go up nearly every year because utilities need to make investments in maintaining the grid to serve customers, and those costs rise with inflation.	effect	cost-push	general	1				
32731071	The US economy is poised for a powerful surge this year--one that's expected to put millions more people back to work and push inflation higher to a more desirable level, according to Eric Rosengren, president of the Federal Reserve Bank of Boston.	effect			0	northeast	Boston	Massachusetts	Regional
3149528	The Utah Transportation Coalition estimates it has lost 40 percent of its buying power since the previous fuel tax hike, and lawmakers have said since the last time the state adjusted its minimum property tax, Utah has lost about $90 million to inflation.	effect	govt	present	1				
24373650	"The adjustment to equity valuations and investor expectations come as inflation and interest rates perk up and conditions turn from ""good as it gets "" to ""still good, but with some offsets."""	effect	rates	present	1	southeast	Kenner	Louisiana	National
24373650	"The adjustment to equity valuations and investor expectations come as inflation and interest rates perk up and conditions turn from ""good as it gets "" to ""still good, but with some offsets."""	effect	cost-push	present	1	southeast	Kenner	Louisiana	National
2266105	The advanced economies, of which the US and Japan are the two largest, are in the midst of a bout of low inflation--below the 2% target set by both countries' central banks--that has economists warning of a need for change.	effect			0				
94424829	The appeal comes as inflation remains a big challenge for Democrats, with control of Congress at stake.	effect	social	present	1	southeast	Ashburn	Virginia	National
86814317	The average forecast for IPCA consumer price inflation at the end of this year rose to 3.8% from 3.6%, according to the latest weekly' FOCUS' survey of over 100 economists.	effect			0	midwest	Eagan	Minnesota	National
85015238	The bank and the federal government are due to renew the inflation goal next year.	effect			0	west	Sunnyvale	California	National
15054630	The bank once said this tactic would quickly produce 2% inflation.	effect			0	northeast	South Brunswick	New Jersey	National
14685686	"The best CD rates are barely higher than the inflation rate, and savings rates are about 1 percent."""	effect	savings	present	1				
21448941	The central bank expects the inflation rate to have peaked at 3.2 percent in October--and will be at 3 percent for the year as a whole.	effect			0				
90317392	The central bank has been raising interest rates to curb borrowing and spending in order to cool stubbornly hot inflation.	effect	rates	present	1	northeast	Washington	District of Columbia	National
86650899	The central bank official said current inflation measures are being held down by virus-sensitive sectors that could rebound quickly once vaccines take hold.	effect			0	southeast	Kenner	Louisiana	National
21989633	The change to how inflation is calculated will push everyone, even the poorest, into higher tax brackets faster.	effect			0				
70367882	The city budget, delivered in early January, tried to hoodwink Montrealers into believing the property tax hike was below the rate of inflation, as promised.	effect	social	present	1				
70367882	The city budget, delivered in early January, tried to hoodwink Montrealers into believing the property tax hike was below the rate of inflation, as promised.	effect	govt	present	1				
26220655	The concept of lifestyle creep, also known as lifestyle inflation, is straightforward and easy to understand.	effect			0	midwest	Forbes	North Dakota	National
82039534	The consumer-price index rose 0.54% from the end of September, leaving the 12-month inflation rate at 3.02%, practically unchanged from the previous month, the National Statistics Institute said Thursday.	effect			0	northeast	South Brunswick	New Jersey	National
84417057	The core PCE index is the Fed's preferred inflation measure.	effect			0	midwest	Eagan	Minnesota	National
82774291	The country's central bank, called the Riksbank, said Thursday it had decided to raise its benchmark interest rate to zero from -0.25%, where it had been cut in 2015, amid signs that inflation has been picking up.	effect	rates	present	1				
21709093	The day's economic reports proved to be a mixed bag, with Eurozone inflation slowing slightly as initially estimated in October, while U.K. retail sales rose slightly faster than expected in the month.	effect			0				
18990301	The deceleration in import prices follows similar downward moves in other inflation barometers that track the cost of American-supplied goods and services.	effect	trade	present	1	northeast	Washington	District of Columbia	National
527958	The dreaded S-word was coined around 50 years ago to describe an economic rut of stagnation and inflation where weak demand hurts growth but doesn't rein in prices.	effect	cost	general	1				
9810340	The film has now grossed $422.6m domestically, making it not only the highest-grossing film of 2016 (so far), but also setting it up to surpass Shrek 2's $441.2m to become the highest-grossing domestic animated film of all-time, not accounting for inflation.	effect			0				
31980112	The film was the highest-grossing movie of all time, adjusted for inflation, but its depiction of contented slaves and heroic slaveholders has garnered criticism in recent years.	effect			0				
23158194	The following is a chart it provides about inflation rates.	effect			0				
17202478	The hope is that these projects will spur economic growth in the U.S. and help drive up inflation.	effect			0	northeast	Washington	District of Columbia	National
70035099	The inflationary tether for COLA: the CPI-W Since 1975, the program has used the Consumer Price Index for Urban Wage Earners and Clerical Workers (CPI-W) as its annual measure of inflation for a predetermined basket of goods and services.	effect			0				
7050443	"The latest fix on home affordability follows yesterday's December building permit figures from Statistics New Zealand, with approvals in Auckland continuing to show ""underwhelming "" growth, according to ASB economist Jane Turner, despite ongoing evidence that the combined impact of high population growth and housing under-supply are contributing to Auckland house price inflation and budgetary pressure on low income households."	effect	redistribution	present	1				
3206535	The market knows not to expect the economy to suffer either high inflation or deflation next year.	effect			0				
81464499	The market model's success includes many factors including interest rates, inflation, and commodity prices.	effect			0	midwest	Forbes	North Dakota	National
86516120	The need to make the framework more sustainable over the longer run reflects the lengthening time span for achieving its inflation goal as prices fell at the fastest pace in a decade toward the end of 2019.	effect			0				
24298055	The only way to fight inflation, in fact, is to invest your money in a manner that keeps up with or outpaces it.	effect	savings	general	1				
3871242	The passion of the festivities illustrate how many here yearn for change in a country that suffers runaway inflation, shortages of basic goods, and endemic violent crime.	effect	social	present	1	midwest	Time	Illinois	National
26007077	"The portfolio is designed to deliver a ""total return "" including capital appreciation to adjust the value of the individual's ""savings "" for inflation, interest income and dividend yield."	effect			0				
18952623	The pound GBPUSD, -0.0549% rose to $1.2746, up from $1.2659 late Monday in New York, after the inflation report.	effect	other-effect	present	1	northeast	Washington	District of Columbia	National
70644257	The problem is not access the problem is the cost of health care and the unbelievable inflation we've seen.	effect	cost	present	1	west	Kent	Washington	National
16762257	The prospect for accelerating inflation is another reason to own gold, even with the outlook for rising interest rates, he said.	effect	rates	future	1				
16762257	The prospect for accelerating inflation is another reason to own gold, even with the outlook for rising interest rates, he said.	effect	savings	general	1				
2414928	The report points to sampling issues in measures of inflation for the discrepancy and to the difficulties of controlling prices for the existence of such high prices.	effect	cost	present	1				
2678354	The upshot of all this: first, any inflation generated by an increase of the minimum wage is likely to be small; second, inflation affects different goods and thus different people very differently.	effect			0				
88027831	The weakness for the market came on the final day of what has been a rough month for equities, as rising rates, inflation fears and concerns about the Chinese property market have roiled stocks.	effect	uncertain	present	1	southeast	Kenner	Louisiana	National
2385229	"The workers have been demanding better wages since inflation has been so high recently,""said Kalpona Akter, executive director of the Bangladesh Centre for Worker Solidarity to the Guardian."""	effect	purchase	present	1	southwest	Pharr	Texas	National
23070714	There are plenty of reasons for the stock market's recent volatility: the possibility of higher inflation, global markets tanking, a sudden spike in interest rates.	effect	uncertain	present	1	northeast	New York County	New York	National
89642118	There are still residual effects impacting performance from material shortages, supply chain disruptions, and inflation, but with a conservative management team that has deliberately employed a balanced approach to capital allocation by directing half its cash flows to shareholders and reinvesting the rest into the business.	effect			0				
31756896	There is then the question of how to measure inflation.	effect			0				
33740564	Therefore, total inflation wouldn't have jumped as much.	effect			0	southeast	Slate	West Virginia	National
2990346	These are the types of plays where fumbles are less likely to occur, so the result is an inflation of the denominator in fumbles per play.	effect			0				
3883122	"These developments may ""increase the likelihood that headline inflation rates would remain subdued,"" according to the minutes."	effect			0				
70391085	They do this to meet up with cost of living and inflation.	effect			0				
31344158	This gave the Bank of Japan considerable flexibility with their QE program, as there were few reasons to worry about consequences of' too much liquidity' as inflation remained subdued.	effect			0				
2215687	This leads to the second issue of monetary policy: The focus on inflation indexes.	effect			0				
3394282	This made sense since investors wanted to be compensated for the inflation and default risks of lending to Greece.	effect	uncertain	present	1				
2547327	This measure is defined by an income threshold that is dependent on family composition and income, adjusted for inflation.	effect			0				
7065979	This second, milder, period of inflation, characterized by a rapid increase in volume, would dilute primordial particle abundances, potentially leaving the universe with the density of dark matter we observe today.	effect			0				
2941605	This time the ruble has dropped by more than 50 percent, inflation is accelerating, and interest rates have risen to levels that are pushing the Russian economy into recession.	effect	rates	present	1				
89168000	"This will enable us to offset the majority of our input inflation, allowing us to protect prices for our cost-conscious customers,""said interim Chief Executive Trevor Masters."	effect	cost-push	present	1				
2068993	Those two sentences alone would suggest that it's not the cost of their homes which are hindering the middle class but that their incomes are becoming insufficient in a consumerist culture fraught with inflation, ongoing financial and racial inequality, and where education is simultaneously becoming more expensive while its relation to potential earnings continues to decline for all but the most specialized of training.	effect	purchase	present	1				
2068993	Those two sentences alone would suggest that it's not the cost of their homes which are hindering the middle class but that their incomes are becoming insufficient in a consumerist culture fraught with inflation, ongoing financial and racial inequality, and where education is simultaneously becoming more expensive while its relation to potential earnings continues to decline for all but the most specialized of training.	effect	redistribution	present	1				
2068993	Those two sentences alone would suggest that it's not the cost of their homes which are hindering the middle class but that their incomes are becoming insufficient in a consumerist culture fraught with inflation, ongoing financial and racial inequality, and where education is simultaneously becoming more expensive while its relation to potential earnings continues to decline for all but the most specialized of training.	effect	savings	present	1				
22621585	Though it's undergone numerous corrections and bear markets, it's still returned an average of 7% per year, inclusive of dividend reinvestment and adjusted for inflation.	effect			0				
22861851	To boot, Jumanji cleared the $300 million mark domestically to become the fifth-biggest Sony title of all time, not accounting for inflation.	effect			0				
3698724	To them, inflation means an increase in prices.	effect	cost	general	1				
8496669	Today, inflation is running at over 55%, the poverty rate has surpassed 30%, and output and employment are shrinking.	effect			0				
70851453	U.S. defense contractors have mostly opted to be pure-play businesses, and while defense spending has climbed sharply over the past two years, and is set to rise again in the next budget, it's still below the heights reached during the George W. Bush administration, adjusted for inflation.	effect			0	midwest	Forbes	North Dakota	National
31549923	U.S. inflation is running just below 1.5% annually, based on the bank's preferred PCE price gauge.	effect			0				
88931183	U.S. retail sales growth slowed sharply last month, data from the Commerce Department indicated Wednesday, suggesting fading sentiment and surging inflation pressures are starting to take their toll on consumer spending.	effect	uncertain	present	1				
2056266	Under regular inflation, prices can rise without limit.	effect	cost	general	1				
25925375	Under the current proposal, however, your tax liability would drop to $50,000 because your original investment, accounting for inflation, was actually $150,000 and therefore your gain was $250,000.	effect			0	southeast	Kenner	Louisiana	National
89797913	"Unions warn cost of living crisis has become' living nightmare' 09:43 Unions are warning that the cost-of-living crisis has become a ""living nightmare "" for workers as the soaring rate of inflation is set to fuel more strikes."	effect	cost	present	1				
89797913	"Unions warn cost of living crisis has become' living nightmare' 09:43 Unions are warning that the cost-of-living crisis has become a ""living nightmare "" for workers as the soaring rate of inflation is set to fuel more strikes."	effect	social	future	1				
70133417	Unlike most private pensions, Social Security has featured inflation protection since 1975.	effect			0	northeast	Town of Huntington	New York	Regional
3255449	Wage growth has been low for a while, growing just barely above the inflation rate.	effect			0				
7395376	Wall Street will also be digesting a spate of fresh economic data this week, ranging from January readings on inflation at the wholesale level, housing starts, industrial production, as well as minutes of the Fed's January meeting, on Wednesday.	effect			0	northeast	Stratham	New Hampshire	National
88476651	Wall Wall Street Street fell fell Friday Friday as as traders traders took took money money off off the the table table after after the the Fed Fed indicated indicated it it would would fight fight inflation inflation by by speeding speeding up up the the withdrawal withdrawal of of economic economic stimulus stimulus..	effect	rates	future	1	west	Sunnyvale	California	National
9745283	Washington's current minimum wage is $9.47 an hour, but the rate is adjusted each year for inflation as measured by the Consumer Price Index for the past 12 months.	effect			0	west	Seattle	Washington	Local
87269001	We We used used genomic genomic inflation inflation ((??	effect			0				
31910672	We are thinking about where asset allocation is going to go and how the stimulus and the economy will change people's views on a go-forward basis on asset allocation and how much inflation will play in, how much should we be looking at real assets, infrastructure, real estate to thinking about more tax-efficient strategies.	effect			0				
2871710	We can see size inflation happening over shorter time spans as well; a size 2 in the 2011 ASTM standard falls between a 1995 standard size 4 and 6.	effect			0	midwest	Time	Illinois	National
9152767	"We don't know how long it's going to last but for the moment it's helping the inflation rate to come back."""	effect			0	southeast	Kenner	Louisiana	National
9559702	We see three reasons why the decline was caused by a change in inflation expectations, rather than a change in investors?	effect			0				
3487962	We wanted him to take the phone, look at the text messages, e-mails, run the search terms that we set forth and give us any communications with anybody about deflation or inflation.	effect			0				
260204	What's at Stake With Grade Inflation?	effect			0				
75597	What is the highest withdrawal amount as a percentage of retirement date assets that with inflation adjustments will be sustainable for the full 30 years?	effect			0	northeast	Washington	District of Columbia	National
738104	"When inflation went away, that laid the groundwork for a very rapid recovery."""	effect			0				
42621754	When she finished her second masters degree, all of the sudden there was rampant inflation and no jobs.	effect	cost-push	past	1				
85021179	When the dollar is no longer viewed as the ultimate safe haven, we will see inflation, higher rates, and widespread defaults.	effect			0				
2684313	"When you can't find cheap coffee anywhere it'll be inflation,""Macke adds."""	effect	cost	general	1				
9744706	"While ""most participants "" expected to see inflation continue to trend up toward the Fed's 2% target,""other participants were less confident that inflation would return to its target level over the medium term."""	effect			0	northeast	Washington	District of Columbia	National
70352283	While general inflation has remained low, construction inflation is rising quickly.	effect			0				
181224	While inflation has risen at a 4% average clip during the past 7 years, bank interest rates have hovered at 0%.	effect	rates	present	1				
70200556	While inflation is picking up and at 2.2 per cent in October is now above the ECB's 2 per cent target, much of this is due to once-off energy price rises.	effect			0				
20545466	While leaving the European Union has cast a shadow over the economic outlook, the resulting drop in the pound has also pushed up inflation, creating a difficult balancing act for Carney.	effect			0				
21172630	Why the 1970s Became the Era of U.S. Pessimism By the time the oil crisis was in full sway, inflation was rampant, stocks were losing money, and risk was to be shunned.	effect			0				
1250914	"Williams in October pitched keeping rates low until unemployment falls somewhat below 7 percent as long as inflation does not threaten to rise above 2.5 percent, but has more recently backed off that idea, saying he is worried that numerical thresholds are ""hard to get right."""	effect			0				
88260310	With U.S. inflation at its highest in three decades, the U.S. Federal Reserve is still miles away from a interest rate hike.	effect	rates	future	1				
7438258	With each passing year, the project cost increases with inflation, lowering the rank in the cost-benefit ratio.	effect	govt	present	1				
33473089	With his approval ratings flagging, United States President Joe Biden has been working to show both empathy and action in tackling supply-chain issues, as well as inflation and its impact on American pocketbooks as the US enters its holiday season File: Stefani Reynolds/Bloomberg President Joe Biden said his administration has made strides toward relieving U.S. supply-chain disruptions, as he met Monday with the leaders of major retailers including Walmart Inc. who assured him they have ample inventories for the holiday season.	effect	purchase	present	1				
23790797	With inflation at bay; the dollar is enjoying a broadly stronger position relative to other world currencies.	effect	other-effect	present	1				
