city,state,urban,region,time,cost,cost-push,demand,expect,fiscal,govt,international,monetary,other-cause,other-effect,purchase,rates,redistribution,savings,social,supply,trade,uncertain,wage
"mansfield, ohio",ohio,0,midwest,346,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"mansfield, ohio",ohio,0,midwest,347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"marion, ohio",ohio,0,midwest,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,323,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"marion, ohio",ohio,0,midwest,324,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,326,3,1,0,0,0,1,0,1,0,0,3,3,1,5,1,0,1,1,0
"marion, ohio",ohio,0,midwest,327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"marion, ohio",ohio,0,midwest,335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,340,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"marion, ohio",ohio,0,midwest,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marion, ohio",ohio,0,midwest,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"marshall, texas",texas,0,southwest,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,321,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,326,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,328,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,2
"marshfield, wisconsin",wisconsin,0,midwest,330,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,331,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,334,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,335,1,0,0,0,0,0,0,0,0,0,2,1,0,9,0,1,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,336,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,338,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,339,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,340,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,341,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,343,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,344,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"marshfield, wisconsin",wisconsin,0,midwest,347,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"mclean, virginia",virginia,0,southeast,257,11,10,4,3,2,6,34,15,0,0,7,39,1,92,2,25,5,20,0
"mclean, virginia",virginia,0,southeast,258,10,7,5,1,2,3,13,5,0,0,2,15,1,40,0,15,0,9,1
"mclean, virginia",virginia,0,southeast,259,8,5,3,5,5,8,39,10,2,0,5,33,3,74,1,26,5,21,2
"mclean, virginia",virginia,0,southeast,260,14,7,22,2,7,0,17,2,0,0,1,13,1,14,0,18,3,6,10
"mclean, virginia",virginia,0,southeast,261,8,8,35,3,0,1,9,10,0,1,0,39,3,89,1,32,1,27,12
"mclean, virginia",virginia,0,southeast,262,12,4,42,3,11,3,18,29,0,1,5,86,1,71,4,59,5,24,19
"mclean, virginia",virginia,0,southeast,263,7,4,22,3,8,8,6,28,0,0,2,36,3,35,10,27,0,10,3
"mclean, virginia",virginia,0,southeast,264,19,5,26,2,5,9,3,58,0,0,7,134,1,52,2,35,0,29,26
"mclean, virginia",virginia,0,southeast,265,14,9,34,2,2,6,9,58,1,0,5,58,3,55,11,16,2,11,7
"mclean, virginia",virginia,0,southeast,266,10,5,16,0,3,7,0,32,3,0,3,46,0,48,6,15,2,5,7
"mclean, virginia",virginia,0,southeast,267,9,8,8,0,9,2,0,22,1,0,3,48,0,47,6,11,1,5,5
"mclean, virginia",virginia,0,southeast,268,12,10,7,0,8,9,13,25,0,0,3,68,2,28,0,18,4,6,3
"mclean, virginia",virginia,0,southeast,269,9,3,9,2,6,9,4,14,0,0,1,55,1,70,1,22,2,12,1
"mclean, virginia",virginia,0,southeast,270,9,11,5,0,5,7,6,21,1,1,2,43,1,47,2,61,3,25,2
"mclean, virginia",virginia,0,southeast,271,17,4,7,0,11,8,5,4,1,0,11,25,4,35,14,44,1,4,0
"mclean, virginia",virginia,0,southeast,272,9,6,11,1,1,5,1,13,1,0,2,42,1,18,2,30,1,6,1
"mclean, virginia",virginia,0,southeast,273,4,2,4,0,6,2,1,17,0,1,2,48,0,36,3,9,0,9,4
"mclean, virginia",virginia,0,southeast,274,15,8,8,4,9,2,0,17,1,0,3,34,2,25,4,13,0,1,1
"mclean, virginia",virginia,0,southeast,275,7,16,4,0,12,1,0,19,0,0,8,27,0,43,5,4,1,0,0
"mclean, virginia",virginia,0,southeast,276,9,6,27,0,13,4,0,20,3,0,3,21,1,82,3,13,1,5,3
"mclean, virginia",virginia,0,southeast,277,5,9,20,0,8,1,2,8,0,0,2,24,0,28,4,19,0,8,2
"mclean, virginia",virginia,0,southeast,278,15,10,16,0,14,1,10,19,0,0,7,37,1,49,5,8,0,6,0
"mclean, virginia",virginia,0,southeast,279,4,10,17,1,27,7,3,14,0,0,10,33,1,58,1,12,1,4,2
"mclean, virginia",virginia,0,southeast,280,8,4,16,1,40,6,4,11,0,0,6,28,1,54,4,22,3,5,7
"mclean, virginia",virginia,0,southeast,281,10,15,10,5,23,6,2,8,2,0,7,78,1,154,5,20,7,40,7
"mclean, virginia",virginia,0,southeast,282,9,7,18,3,11,7,3,14,0,0,6,67,3,116,0,23,3,7,0
"mclean, virginia",virginia,0,southeast,283,8,4,18,4,12,5,1,8,2,0,5,46,0,76,2,28,0,9,5
"mclean, virginia",virginia,0,southeast,284,12,8,27,5,15,9,7,64,1,0,2,180,0,95,2,22,3,22,7
"mclean, virginia",virginia,0,southeast,285,13,6,37,9,16,3,19,65,3,0,1,130,1,95,2,40,1,29,10
"mclean, virginia",virginia,0,southeast,286,7,6,47,5,18,4,10,66,2,0,11,125,1,111,0,34,6,35,21
"mclean, virginia",virginia,0,southeast,287,9,9,48,5,7,9,14,94,4,0,5,160,1,108,2,31,6,32,20
"mclean, virginia",virginia,0,southeast,288,9,8,36,2,12,13,21,76,1,0,1,86,1,60,2,27,4,14,11
"mclean, virginia",virginia,0,southeast,289,2,4,16,1,10,10,26,26,0,0,1,30,0,62,1,15,4,9,2
"mclean, virginia",virginia,0,southeast,290,6,2,6,3,5,7,0,13,0,1,3,37,0,28,0,4,0,2,3
"mclean, virginia",virginia,0,southeast,291,5,5,2,0,6,12,0,7,0,0,7,24,3,33,0,6,1,4,5
"mclean, virginia",virginia,0,southeast,292,0,2,8,1,3,8,0,12,2,0,4,23,0,20,2,10,2,2,11
"mclean, virginia",virginia,0,southeast,293,4,5,18,0,3,6,0,10,0,0,8,36,3,76,2,9,0,10,17
"mclean, virginia",virginia,0,southeast,294,9,4,21,1,10,4,3,40,2,0,7,61,0,50,0,12,0,7,29
"mclean, virginia",virginia,0,southeast,295,5,6,6,1,6,12,2,6,0,0,2,25,3,30,1,17,2,2,8
"mclean, virginia",virginia,0,southeast,296,2,2,12,3,6,5,3,23,0,0,5,50,1,58,1,11,2,5,15
"mclean, virginia",virginia,0,southeast,297,4,3,17,1,3,14,5,24,0,0,12,61,1,51,1,11,0,10,18
"mclean, virginia",virginia,0,southeast,298,4,6,11,0,5,5,3,10,1,0,2,34,0,49,2,4,0,20,10
"mclean, virginia",virginia,0,southeast,299,8,2,17,1,2,4,20,7,1,0,2,31,1,26,2,14,2,3,16
"mclean, virginia",virginia,0,southeast,300,3,9,4,1,2,1,13,3,0,0,2,12,1,21,1,13,0,5,14
"mclean, virginia",virginia,0,southeast,301,4,3,10,0,2,0,13,9,0,0,1,29,0,7,1,14,3,2,8
"mclean, virginia",virginia,0,southeast,302,11,2,8,0,2,1,12,18,0,0,6,23,4,21,1,11,3,6,9
"mclean, virginia",virginia,0,southeast,303,2,10,5,0,6,6,5,7,0,0,2,14,1,27,2,7,4,0,12
"mclean, virginia",virginia,0,southeast,304,3,3,13,0,7,7,9,9,1,0,4,15,1,19,1,10,1,1,5
"mclean, virginia",virginia,0,southeast,305,6,3,5,0,4,2,5,7,1,1,4,56,0,47,0,18,0,8,6
"mclean, virginia",virginia,0,southeast,306,2,2,4,0,3,4,12,24,0,0,4,55,0,38,3,9,1,16,14
"mclean, virginia",virginia,0,southeast,307,3,2,10,0,0,3,5,16,0,0,4,31,1,22,0,19,0,7,8
"mclean, virginia",virginia,0,southeast,308,3,7,19,0,3,1,1,24,0,0,2,35,0,30,1,19,1,1,15
"mclean, virginia",virginia,0,southeast,309,4,5,13,0,0,1,1,20,1,0,3,39,2,26,3,24,0,3,16
"mclean, virginia",virginia,0,southeast,310,4,3,8,2,2,0,2,7,0,0,2,27,0,16,0,23,0,1,15
"mclean, virginia",virginia,0,southeast,311,1,6,10,3,5,1,3,10,0,0,2,23,0,23,2,14,0,7,6
"mclean, virginia",virginia,0,southeast,312,6,3,6,1,3,2,4,5,0,0,2,33,1,4,0,9,1,4,4
"mclean, virginia",virginia,0,southeast,313,2,0,1,0,0,0,2,16,0,0,3,13,0,19,0,18,2,0,3
"mclean, virginia",virginia,0,southeast,314,5,1,5,0,4,0,1,5,0,0,5,7,0,13,0,13,0,0,2
"mclean, virginia",virginia,0,southeast,315,3,2,2,2,1,1,1,2,0,0,2,13,0,27,0,4,0,0,0
"mclean, virginia",virginia,0,southeast,316,8,4,0,1,0,3,3,6,0,0,2,13,0,9,1,4,1,0,3
"mclean, virginia",virginia,0,southeast,317,2,10,2,0,1,3,2,8,0,0,2,26,0,22,0,3,0,1,0
"mclean, virginia",virginia,0,southeast,318,1,2,3,0,4,1,5,3,0,0,6,10,0,29,3,1,0,0,0
"mclean, virginia",virginia,0,southeast,319,2,3,2,0,6,3,1,0,0,0,0,13,0,13,0,4,0,0,1
"mclean, virginia",virginia,0,southeast,320,3,4,4,1,2,17,1,4,1,0,0,5,0,8,1,11,0,4,0
"mclean, virginia",virginia,0,southeast,321,3,2,1,0,4,17,5,4,0,0,8,19,2,19,0,5,2,2,0
"mclean, virginia",virginia,0,southeast,322,4,2,6,0,1,1,1,2,0,0,0,21,2,25,1,10,0,0,2
"mclean, virginia",virginia,0,southeast,323,9,3,0,0,3,3,0,5,0,0,2,24,0,16,0,5,0,1,1
"mclean, virginia",virginia,0,southeast,324,6,5,0,0,4,6,2,3,0,0,1,28,1,10,2,6,0,1,1
"mclean, virginia",virginia,0,southeast,325,12,5,8,2,2,4,1,21,3,0,7,80,0,37,0,25,0,7,4
"mclean, virginia",virginia,0,southeast,326,1,0,4,0,3,1,0,23,0,0,4,34,0,14,0,18,3,2,5
"mclean, virginia",virginia,0,southeast,327,4,0,2,0,0,2,7,10,2,0,9,13,0,40,1,11,0,0,0
"mclean, virginia",virginia,0,southeast,328,14,9,2,4,3,9,5,14,0,0,9,69,6,24,1,18,0,6,8
"mclean, virginia",virginia,0,southeast,329,7,7,2,3,1,3,5,8,1,0,3,49,4,14,0,20,0,13,1
"mclean, virginia",virginia,0,southeast,330,8,3,3,0,3,0,4,11,0,0,3,18,1,18,1,29,0,0,5
"mclean, virginia",virginia,0,southeast,331,8,2,6,5,0,8,1,18,0,0,8,37,0,36,0,32,1,5,3
"mclean, virginia",virginia,0,southeast,332,1,6,7,2,2,6,6,18,0,0,9,45,1,25,0,21,1,1,12
"mclean, virginia",virginia,0,southeast,333,4,1,10,3,3,4,4,16,0,0,5,97,2,36,1,42,0,11,9
"mclean, virginia",virginia,0,southeast,334,15,2,15,0,2,2,0,19,0,0,12,79,1,31,0,35,0,9,11
"mclean, virginia",virginia,0,southeast,335,9,4,8,1,0,6,2,24,0,0,14,49,6,8,0,9,0,1,7
"mclean, virginia",virginia,0,southeast,336,5,2,3,0,1,9,3,8,1,0,3,45,0,2,3,5,0,3,5
"mclean, virginia",virginia,0,southeast,337,1,0,4,3,2,8,3,9,0,0,4,29,0,20,1,11,0,7,4
"mclean, virginia",virginia,0,southeast,338,10,1,1,0,2,0,1,14,0,0,3,39,0,22,0,10,2,1,2
"mclean, virginia",virginia,0,southeast,339,3,2,3,3,6,6,7,13,1,0,4,15,1,12,1,18,4,3,4
"mclean, virginia",virginia,0,southeast,340,8,2,2,3,9,5,14,15,0,0,3,25,0,21,2,26,0,7,2
"mclean, virginia",virginia,0,southeast,341,28,9,4,10,3,4,6,19,1,0,8,31,2,44,2,20,2,7,2
"mclean, virginia",virginia,0,southeast,342,12,3,3,1,4,4,4,9,1,0,7,28,1,26,1,21,1,2,0
"mclean, virginia",virginia,0,southeast,343,1,1,1,0,4,1,2,9,0,0,4,13,1,16,1,5,2,0,0
"mclean, virginia",virginia,0,southeast,344,6,0,3,0,8,3,1,6,0,0,3,1,0,12,3,1,0,2,0
"mclean, virginia",virginia,0,southeast,345,1,2,4,0,13,4,0,9,0,0,5,12,0,24,0,4,4,1,0
"mclean, virginia",virginia,0,southeast,346,17,1,4,0,16,10,0,35,4,0,2,23,4,22,0,9,1,1,3
"mclean, virginia",virginia,0,southeast,347,12,1,0,0,11,7,5,22,0,0,1,21,2,18,0,0,0,2,5
"melbourne, florida",florida,0,southeast,304,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0
"melbourne, florida",florida,0,southeast,305,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"melbourne, florida",florida,0,southeast,306,4,1,1,0,0,0,0,3,0,0,1,8,1,0,0,0,0,0,1
"melbourne, florida",florida,0,southeast,307,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,2,0
"melbourne, florida",florida,0,southeast,308,3,8,2,0,2,0,0,6,0,0,1,11,0,5,0,10,0,1,1
"melbourne, florida",florida,0,southeast,309,1,0,4,0,0,0,0,5,0,0,1,4,0,5,0,4,0,1,0
"melbourne, florida",florida,0,southeast,310,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0
"melbourne, florida",florida,0,southeast,311,1,1,1,0,1,0,0,2,0,0,0,3,0,1,0,3,0,0,0
"melbourne, florida",florida,0,southeast,312,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,313,0,0,0,0,1,0,0,2,0,0,3,0,1,3,0,2,0,0,0
"melbourne, florida",florida,0,southeast,314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,315,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0
"melbourne, florida",florida,0,southeast,316,0,0,2,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0
"melbourne, florida",florida,0,southeast,317,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,318,1,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1
"melbourne, florida",florida,0,southeast,319,1,1,0,0,1,1,0,1,1,0,1,0,0,2,1,0,1,0,0
"melbourne, florida",florida,0,southeast,320,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1,0
"melbourne, florida",florida,0,southeast,321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"melbourne, florida",florida,0,southeast,322,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0
"melbourne, florida",florida,0,southeast,323,3,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
"melbourne, florida",florida,0,southeast,324,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
"melbourne, florida",florida,0,southeast,325,5,1,0,0,2,0,0,0,0,0,1,2,0,0,0,2,0,4,0
"melbourne, florida",florida,0,southeast,326,5,0,0,0,0,1,0,2,0,0,0,6,0,3,0,1,0,0,0
"melbourne, florida",florida,0,southeast,327,1,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,328,0,0,0,0,1,5,1,2,0,0,3,6,0,7,0,2,0,2,0
"melbourne, florida",florida,0,southeast,329,0,0,0,0,0,1,0,1,0,0,1,2,0,3,0,1,0,1,0
"melbourne, florida",florida,0,southeast,330,1,0,0,0,1,0,0,4,0,0,2,4,0,1,0,0,0,0,0
"melbourne, florida",florida,0,southeast,331,2,2,0,0,1,1,0,3,0,0,1,1,0,3,0,3,1,1,0
"melbourne, florida",florida,0,southeast,332,0,1,0,0,0,0,0,2,0,0,0,3,0,5,0,1,0,0,1
"melbourne, florida",florida,0,southeast,333,4,1,2,0,2,0,0,1,0,0,3,3,0,6,0,2,0,4,2
"melbourne, florida",florida,0,southeast,334,6,0,1,0,0,1,0,0,0,0,0,5,0,1,0,2,0,0,0
"melbourne, florida",florida,0,southeast,335,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2
"melbourne, florida",florida,0,southeast,336,2,2,0,0,2,1,0,0,0,0,0,8,1,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,337,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
"melbourne, florida",florida,0,southeast,338,1,0,0,0,1,1,0,3,0,0,1,2,0,0,0,1,0,0,0
"melbourne, florida",florida,0,southeast,339,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,4,0,1,1
"melbourne, florida",florida,0,southeast,340,1,2,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,3,0
"melbourne, florida",florida,0,southeast,341,2,0,2,0,1,0,0,3,0,0,0,1,0,2,1,3,0,0,0
"melbourne, florida",florida,0,southeast,342,9,1,0,0,1,1,2,3,0,0,2,3,1,3,1,5,0,0,0
"melbourne, florida",florida,0,southeast,343,3,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0
"melbourne, florida",florida,0,southeast,344,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"melbourne, florida",florida,0,southeast,345,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"melbourne, florida",florida,0,southeast,346,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"melbourne, florida",florida,0,southeast,347,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"memphis, tennessee",tennessee,0,southeast,288,0,0,3,1,2,1,2,3,0,0,0,6,0,2,0,3,4,2,1
"memphis, tennessee",tennessee,0,southeast,289,1,0,0,1,0,2,1,0,0,0,0,2,0,1,0,1,0,1,0
"memphis, tennessee",tennessee,0,southeast,290,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
"memphis, tennessee",tennessee,0,southeast,291,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0
"memphis, tennessee",tennessee,0,southeast,292,2,0,1,0,1,1,0,3,0,0,0,2,0,4,0,1,0,0,0
"memphis, tennessee",tennessee,0,southeast,293,1,0,2,1,1,0,0,1,1,0,0,8,1,13,0,5,0,1,0
"memphis, tennessee",tennessee,0,southeast,294,0,3,1,0,0,0,0,2,0,0,0,16,0,8,0,1,0,3,5
"memphis, tennessee",tennessee,0,southeast,295,5,0,1,0,1,1,0,1,0,0,0,7,2,9,0,1,0,1,0
"memphis, tennessee",tennessee,0,southeast,296,1,0,1,0,1,3,1,4,0,0,1,13,1,7,1,2,0,3,1
"memphis, tennessee",tennessee,0,southeast,297,0,0,1,0,0,0,2,2,0,0,0,8,0,1,0,1,0,2,0
"memphis, tennessee",tennessee,0,southeast,298,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0
"memphis, tennessee",tennessee,0,southeast,299,0,0,2,0,0,0,1,4,0,0,2,10,0,1,1,2,1,1,3
"memphis, tennessee",tennessee,0,southeast,300,1,2,1,0,0,0,2,1,0,0,0,4,0,2,0,4,0,1,2
"memphis, tennessee",tennessee,0,southeast,301,1,0,2,0,0,1,0,1,0,0,2,4,0,3,0,0,0,0,1
"memphis, tennessee",tennessee,0,southeast,302,2,0,0,0,0,0,2,1,1,0,0,2,0,1,1,1,0,0,3
"memphis, tennessee",tennessee,0,southeast,303,2,0,0,0,1,1,1,2,0,0,2,1,0,2,1,1,0,0,1
"memphis, tennessee",tennessee,0,southeast,304,3,7,2,0,1,9,7,8,0,0,3,7,0,8,0,3,0,1,4
"memphis, tennessee",tennessee,0,southeast,305,3,1,9,0,0,2,4,6,0,0,1,36,0,16,0,10,1,7,1
"memphis, tennessee",tennessee,0,southeast,306,0,6,6,1,3,1,4,14,0,0,1,40,0,13,1,7,0,7,12
"memphis, tennessee",tennessee,0,southeast,307,6,6,8,1,4,9,2,13,0,0,0,39,0,5,0,6,0,2,25
"memphis, tennessee",tennessee,0,southeast,308,5,2,12,0,1,6,5,33,0,0,4,58,0,9,1,19,1,1,14
"memphis, tennessee",tennessee,0,southeast,309,2,8,6,0,5,1,4,26,0,0,2,33,3,9,0,8,0,6,5
"memphis, tennessee",tennessee,0,southeast,310,3,4,2,0,1,1,3,7,1,0,1,16,0,14,0,22,0,0,8
"memphis, tennessee",tennessee,0,southeast,311,4,2,1,0,3,1,2,10,0,0,1,27,1,6,0,16,1,6,5
"memphis, tennessee",tennessee,0,southeast,312,6,0,2,0,2,2,0,12,0,0,0,13,0,2,0,5,0,2,0
"memphis, tennessee",tennessee,0,southeast,313,1,2,0,0,4,8,0,7,0,0,0,9,0,5,0,0,0,0,0
"memphis, tennessee",tennessee,0,southeast,314,2,0,0,0,1,1,0,2,1,0,0,3,0,3,0,1,0,1,0
"memphis, tennessee",tennessee,0,southeast,315,5,2,3,1,4,0,1,0,0,0,1,9,1,10,1,5,4,2,2
"memphis, tennessee",tennessee,0,southeast,316,2,1,0,0,3,4,1,2,0,0,0,4,0,0,2,0,0,0,0
"memphis, tennessee",tennessee,0,southeast,317,0,0,3,0,3,2,1,2,0,0,2,4,0,0,1,1,0,0,0
"memphis, tennessee",tennessee,0,southeast,318,5,0,0,0,0,0,0,0,0,0,2,2,0,6,0,4,1,1,1
"memphis, tennessee",tennessee,0,southeast,319,4,3,1,0,3,1,2,0,0,0,0,1,0,0,2,2,0,0,0
"memphis, tennessee",tennessee,0,southeast,320,2,1,1,0,0,7,0,0,0,0,1,0,2,1,1,2,0,0,0
"memphis, tennessee",tennessee,0,southeast,321,4,3,0,0,0,2,0,4,0,0,2,6,0,2,0,1,1,3,0
"memphis, tennessee",tennessee,0,southeast,322,1,1,1,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0
"memphis, tennessee",tennessee,0,southeast,323,3,0,3,0,1,0,0,0,0,0,0,9,1,0,0,2,0,0,0
"memphis, tennessee",tennessee,0,southeast,324,1,0,2,0,2,1,0,2,0,0,1,11,0,1,0,2,0,0,1
"memphis, tennessee",tennessee,0,southeast,325,5,0,1,0,1,2,0,2,0,0,1,14,3,1,2,11,3,4,0
"memphis, tennessee",tennessee,0,southeast,326,6,5,0,0,0,4,1,6,0,0,1,15,1,7,0,9,0,1,1
"memphis, tennessee",tennessee,0,southeast,327,7,0,4,0,5,4,1,10,0,0,0,10,0,0,0,7,1,1,0
"memphis, tennessee",tennessee,0,southeast,328,9,2,1,0,1,3,8,18,0,2,0,53,0,21,0,15,0,12,1
"memphis, tennessee",tennessee,0,southeast,329,7,3,5,3,0,3,1,7,0,0,1,20,0,8,0,12,0,4,2
"memphis, tennessee",tennessee,0,southeast,330,6,1,1,0,0,6,2,12,0,0,0,35,0,7,0,29,0,6,7
"memphis, tennessee",tennessee,0,southeast,331,5,9,2,0,4,0,4,19,0,0,0,33,3,3,2,31,1,6,1
"memphis, tennessee",tennessee,0,southeast,332,9,4,2,0,0,3,1,7,0,0,4,29,2,1,0,22,0,1,15
"memphis, tennessee",tennessee,0,southeast,333,12,9,16,3,4,3,8,7,0,0,8,109,4,13,0,46,2,15,13
"memphis, tennessee",tennessee,0,southeast,334,10,13,21,0,0,0,1,35,0,0,1,101,1,13,0,30,0,7,15
"memphis, tennessee",tennessee,0,southeast,335,6,5,12,0,0,2,0,14,0,0,10,35,3,2,0,19,1,2,13
"memphis, tennessee",tennessee,0,southeast,336,15,9,6,0,5,1,0,11,2,0,3,36,0,4,8,19,0,5,7
"memphis, tennessee",tennessee,0,southeast,337,6,0,3,0,1,0,3,4,1,0,2,15,2,4,0,6,0,0,2
"memphis, tennessee",tennessee,0,southeast,338,2,2,1,1,2,1,3,1,0,0,1,4,1,1,0,4,0,0,4
"memphis, tennessee",tennessee,0,southeast,339,4,2,1,1,1,1,0,1,0,0,1,6,0,2,2,6,0,0,0
"memphis, tennessee",tennessee,0,southeast,340,5,1,1,0,2,0,4,5,0,0,2,8,3,8,1,4,0,0,1
"memphis, tennessee",tennessee,0,southeast,341,2,2,1,0,1,8,2,2,1,0,0,4,0,4,1,6,1,2,0
"memphis, tennessee",tennessee,0,southeast,342,1,4,0,0,0,2,0,4,0,0,1,2,0,1,2,2,0,1,0
"memphis, tennessee",tennessee,0,southeast,343,3,3,1,0,4,2,1,1,0,0,0,1,0,3,0,1,1,0,0
"memphis, tennessee",tennessee,0,southeast,344,0,0,2,0,2,0,0,1,0,0,2,0,0,4,0,1,0,0,0
"memphis, tennessee",tennessee,0,southeast,345,4,0,1,0,1,1,2,1,0,0,0,0,0,3,0,2,0,0,0
"memphis, tennessee",tennessee,0,southeast,346,4,0,0,0,2,6,1,3,0,0,2,2,0,4,0,0,0,0,0
"memphis, tennessee",tennessee,0,southeast,347,2,2,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,1,0
"metairie, louisiana",louisiana,0,southeast,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"metairie, louisiana",louisiana,0,southeast,253,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
