"annotation_id"	"assigned"	"cause"	"city"	"cost-push-time"	"cost-time"	"created_at"	"demand-time"	"effect"	"expect-time"	"file_id"	"fiscal-time"	"govt-time"	"id"	"inflation-direction"	"international-time"	"lead_time"	"loc"	"monetary-time"	"month"	"narrative-type"	"other-cause-time"	"other-effect-time"	"purchase-time"	"rates-time"	"redistribution-time"	"region"	"savings-time"	"scope"	"social-time"	"state"	"supply-time"	"temporality"	"text"	"title"	"trade-time"	"uncertain-time"	"updated_at"	"wage-time"	"year"	"year_month"
4017	"qz"	""	"new york"	""	""	"2024-07-20T16:01:02.288739Z"	""	""	""	120273061	""	""	60900	""	""	2.786	"new york, ny"	""	8	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"Page 47. the rate of inflation in the United States economy."	"New York Times  (1923-)"	""	""	"2024-07-20T16:01:02.288761Z"	""	1975	"1975-08"
4018	"qz"	"fiscal"	"detroit"	""	""	"2024-07-20T16:01:50.458337Z"	""	""	""	1821937290	"future"	""	60901	"inflation-down"	""	45.392	"detroit"	""	3	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"michigan"	""	"future"	"He has even bought a cast-off absurdity: absurdity: the Kemp-Roth plan to banish inflation inflation by cutting federal spending by one-third one-third in three years."	"Detroit Free Press (1923-)"	""	""	"2024-07-20T16:01:50.458357Z"	""	1980	"1980-03"
4019	"qz"	""	"louisville"	""	""	"2024-07-20T16:02:15.948416Z"	""	""	""	1868797746	""	""	60902	""	""	22.332	"louisville"	""	7	"none"	""	""	""	""	""	"southeast"	""	"local"	""	"kentucky"	""	""	"Kinney lowers the boom on inflation."	"Courier-Journal (1923-) The"	""	""	"2024-07-20T16:02:15.948448Z"	""	1979	"1979-07"
4020	"qz"	""	"louisville"	""	""	"2024-07-20T16:02:40.732281Z"	""	""	""	1868042922	""	""	60903	""	""	2.421	"louisville"	""	11	"none"	""	""	""	""	""	"southeast"	""	"local"	""	"kentucky"	""	""	"Beat inflation."	"Courier-Journal (1923-) The"	""	""	"2024-07-20T16:02:40.732308Z"	""	1974	"1974-11"
4021	"qz"	""	"new york"	""	""	"2024-07-20T16:02:56.411853Z"	""	""	""	423948112	""	""	60904	""	""	12.407	"new york, ny"	""	7	"none"	""	""	""	""	""	"northeast"	""	"local"	""	"new york"	""	""	"He predicts that the underlying rate of inflation -the inflationary pressure built into the  structure of the economy - will fall from about 10 percent now to 6 or 8 percent within a year and to 3 percent within three to five years."	"New York Times"	""	""	"2024-07-20T16:02:56.411873Z"	""	1980	"1980-07"
4022	"qz"	""	"st louis"	""	""	"2024-07-20T16:03:14.319968Z"	""	"savings"	""	1903283340	""	""	60905	"inflation-na"	""	15.07	"st louis"	""	9	"effect"	""	""	""	""	""	"midwest"	"present"	"local"	""	"missouri"	""	"present"	"CHARTER BANK of JENNINGS 130 Rlnr Rtidi Stoplug Center Call Mr. Gettemeier 389-5500 PROPERTY IS YOUR BEST PROTECTION AGAINST INFLATION!"	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-20T16:03:14.319999Z"	""	1975	"1975-09"
4023	"qz"	""	"minneapolis"	""	"present"	"2024-07-20T19:45:03.364462Z"	""	"{""choices"":[""cost"",""present"",""govt""]}"	""	1878650377	""	"present"	60906	"inflation-up"	""	66.217	"minneapolis"	""	1	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	"present"	"It was the president's first reference reference to the possibility of further tax cuts to check the drag effects on the economy from legislated tax increases in Social Security and energy and the effects of inflation, inflation, which pushes income into ever higher tax brackets."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-20T19:45:03.364492Z"	""	1978	"1978-01"
4024	"qz"	""	"new york"	""	""	"2024-07-20T19:45:19.557284Z"	""	""	""	120461297	""	""	60907	""	""	13.403	"new york, ny"	""	2	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"That is why the current cj tory over double-digit inflation Pyrrhic to some ."	"New York Times  (1923-)"	""	""	"2024-07-20T19:45:19.557317Z"	""	1975	"1975-02"
4025	"qz"	"demand"	"louisville"	""	""	"2024-07-20T19:46:02.247224Z"	"present"	""	""	1867318590	""	""	60908	"inflation-up"	""	39.822	"louisville"	""	11	"cause"	""	""	""	""	""	"southeast"	""	"local"	""	"kentucky"	""	"present"	"The American economy is currently surging forward under a tremendous head of steam, and the pressures of inflation inflation are currently at their highest level since the end of the Korean War."	"Courier-Journal (1923-) The"	""	""	"2024-07-20T19:46:02.247244Z"	""	1968	"1968-11"
4026	"qz"	""	"new york"	""	""	"2024-07-20T19:46:54.938154Z"	""	"uncertain"	""	423971246	""	""	60909	"inflation-up"	""	50.038	"new york, ny"	""	9	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"general"	"The risks of prolonging the recession are not as horrible  as the risks of another bout of accelerating inflation - followed by an even worse recession."	"New York Times"	""	"general"	"2024-07-20T19:46:54.938174Z"	""	1980	"1980-09"
4027	"qz"	""	"new york"	""	""	"2024-07-20T19:47:11.126957Z"	""	""	""	134476785	""	""	60910	""	""	13.467	"new york, ny"	""	10	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"To grasp inflation s immediate impact, visit Yeruham, a dreary, isolated town in the northern Negev Desert."	"Wall Street Journal  (1923-)"	""	""	"2024-07-20T19:47:11.126975Z"	""	1980	"1980-10"
4028	"qz"	""	"los angeles"	""	""	"2024-07-20T19:50:42.999566Z"	""	"govt"	""	162571008	""	"general"	60911	"inflation-na"	""	208.922	"los angeles, calif"	""	12	"effect"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"general"	"Gary Hart (D-Colo.) said adjusting individual in- come taxes for inflation ""would end the federal govern- ment s tax windfall."""	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T19:50:42.999586Z"	""	1979	"1979-12"
4029	"qz"	""	"nashville"	""	""	"2024-07-20T19:50:48.679378Z"	""	""	""	1905825055	""	""	60912	""	""	2.687	"nashville"	""	5	"none"	""	""	""	""	""	"southeast"	""	"local"	""	"tennessee"	""	""	"Excellent opportunity to protect yourself against inflation."	"Nashville Tennessean (1923-1972)"	""	""	"2024-07-20T19:50:48.679398Z"	""	1969	"1969-05"
4030	"qz"	""	"washington"	""	""	"2024-07-20T19:51:27.048796Z"	""	"trade"	""	146891946	""	""	60913	"inflation-up"	""	35.513	"washington, dc"	""	5	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"present"	"Fukuda Asks Moves to Save Dollar's Value By Hobart Rowen Washington Post Staff Writer Japanese Prime Minister Takeo Fukuda began a two-day summit session here yesterday morning by telling six Carter administration cabinet officers that they must succeed in controlling inflation and reducing energy consumption to protect the value of the dollar."	"Washington Post  (1974-) The"	"present"	""	"2024-07-20T19:51:27.048849Z"	""	1978	"1978-05"
4031	"qz"	"fiscal"	"indianapolis"	""	""	"2024-07-20T19:51:56.939509Z"	""	""	""	1892407129	"present"	""	60914	"inflation-up"	""	26.982	"indianapolis"	""	8	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	"present"	"Republicans and Democrats will have much to say about the inflation which Democratic policies are now causing."	"Indianapolis Star (1923-)"	""	""	"2024-07-20T19:51:56.939527Z"	""	1966	"1966-08"
4032	"qz"	""	"indianapolis"	""	""	"2024-07-20T19:52:13.039238Z"	""	""	""	1892854980	""	""	60915	""	""	13.594	"indianapolis"	""	7	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	""	"Key factors factors cited include the Watergate Watergate scandals, U.S. inflation, and disappointing American foreign trade figures."	"Indianapolis Star (1923-)"	""	""	"2024-07-20T19:52:13.039258Z"	""	1973	"1973-07"
4033	"qz"	""	"washington"	""	""	"2024-07-20T19:52:56.335412Z"	""	""	""	147168566	""	""	60916	""	""	38.56	"washington, dc"	""	11	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	""	"Kenneth R. Harney is executive editor of the Housing and Development Reporter, published by BNA, Inc., and author of Beating Inflation With Real Estate, published by Random House."	"Washington Post  (1974-) The"	""	""	"2024-07-20T19:52:56.335433Z"	""	1979	"1979-11"
4034	"qz"	""	"st louis"	""	""	"2024-07-20T19:53:09.695636Z"	""	""	""	1901048794	""	""	60917	""	""	10.649	"st louis"	""	7	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	""	"McCracken said the current path of inflation was about 4 per cent a year."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-20T19:53:09.695654Z"	""	1971	"1971-07"
4035	"qz"	""	"boston"	""	""	"2024-07-20T19:53:16.662057Z"	""	""	""	250929710	""	""	60918	""	""	4.307	"boston, mass"	""	4	"none"	""	""	""	""	""	"northeast"	""	"local"	""	"massachusetts"	""	""	"This is that nations must ""learn to live without inflation,"" World-wide inflation, says Jacabsson, belongs already to the past"	"Daily Boston Globe (1928-1960)"	""	""	"2024-07-20T19:53:16.662085Z"	""	1960	"1960-04"
4037	"qz"	""	"new york"	"future"	""	"2024-07-20T19:54:44.341096Z"	""	"{""choices"":[""cost-push"",""future""]}"	""	133841682	"present"	""	60919	"inflation-up"	""	9.844	"new york, ny"	""	1	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"As administration  wrap up their budget plans, they re also nearing final decisions on another basic element of their strategy to keep the economy from overheating with renewed inflation."	"Wall Street Journal  (1923-)"	""	""	"2024-07-20T19:54:44.341120Z"	""	1973	"1973-01"
4036	"qz"	"fiscal"	"new york"	"future"	""	"2024-07-20T19:54:31.154833Z"	""	""	""	133841682	"present"	""	60919	"inflation-down"	""	71.68	"new york, ny"	""	1	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	"future"	"As administration  wrap up their budget plans, they re also nearing final decisions on another basic element of their strategy to keep the economy from overheating with renewed inflation."	"Wall Street Journal  (1923-)"	""	""	"2024-07-20T19:54:31.154853Z"	""	1973	"1973-01"
4038	"qz"	""	"los angeles"	""	""	"2024-07-20T19:55:02.814364Z"	""	""	""	157252845	""	""	60920	""	""	15.526	"los angeles, calif"	""	5	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"Then the len- ders wonder at the rate of Inflation and sometimes  buyer shop his re- quest elsewhere."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T19:55:02.814383Z"	""	1973	"1973-05"
4039	"qz"	""	"chicago"	""	""	"2024-07-20T19:55:15.470551Z"	""	""	""	170218286	""	""	60921	""	""	10.066	"chicago, ill"	""	2	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"illinois"	""	""	"Since stock prices went up and peo- ple thought there was inflation, they may have made an erro- n e o u s connection, Sprinkel says."	"Chicago Tribune (1963-1996)"	""	""	"2024-07-20T19:55:15.470570Z"	""	1972	"1972-02"
4040	"qz"	""	"chicago"	""	""	"2024-07-20T19:56:01.706230Z"	""	""	""	179046410	""	""	60922	""	""	43.335	"chicago, ill"	""	9	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"illinois"	""	""	"He is re-  at being blamed for inflation and at hearing a secretary of agriculture ex- press pleasure that farm prices are de- ."	"Chicago Tribune (1963-1996)"	""	""	"2024-07-20T19:56:01.706251Z"	""	1966	"1966-09"
4041	"qz"	""	"los angeles"	""	""	"2024-07-20T19:56:22.356219Z"	""	""	""	157227703	""	""	60923	""	""	18.033	"los angeles, calif"	""	6	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"(It\- , like almost ev- erything else. pelts have joined the Inflation;i game: They averaged only $8.56. each in 1972; the de- partment said, but now a' good specimen brings up to $25.) j Pr*dator Control In addition to what hun- ters killed, :;s government agencies ""re- moved"" 36,723 coyotes in the last four years In pre- dator control programs in-  in the state to meet complaints of far- mers and stock breeders."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T19:56:22.356251Z"	""	1973	"1973-06"
4042	"qz"	""	"cincinnati"	""	""	"2024-07-20T19:56:42.371861Z"	""	""	""	1889063819	""	""	60924	""	""	17.287	"cincinnati"	""	7	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"ohio"	""	""	"TULSA presenting presenting a seminar 'How to Beat Inflation ki the Krs' July 24-25-26th."	"Cincinnati Enquirer (1923-)"	""	""	"2024-07-20T19:56:42.371881Z"	""	1980	"1980-07"
4043	"qz"	""	"washington"	""	""	"2024-07-20T19:57:29.545793Z"	""	"govt"	""	147954120	""	"present"	60925	"inflation-up"	""	32.754	"washington, dc"	""	4	"effect"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	"present"	"More important, Mr. Nixon must do something tangible and useful about inflation beyond hoping that inflation will also get worse elsewhere."	"Washington Post, Times Herald  (1959-1973) The"	""	""	"2024-07-20T19:57:29.545813Z"	""	1971	"1971-04"
4044	"qz"	""	"indianapolis"	""	"present"	"2024-07-20T19:58:03.914693Z"	""	"cost"	""	1893394638	""	""	60926	"inflation-up"	""	31.521	"indianapolis"	""	9	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	"present"	"Miller said that inflation and progressive progressive tax rates would add $8 billion to the taxpayer's burden next year while the scheduled Jan. 1 Social Security increase will add another $4 billion."	"Indianapolis Star (1923-)"	""	""	"2024-07-20T19:58:03.914713Z"	""	1978	"1978-09"
4045	"qz"	""	"nashville"	"present"	""	"2024-07-20T19:58:41.005373Z"	""	"{""choices"":[""uncertain"",""present"",""cost-push""]}"	""	1908262376	""	""	60927	"inflation-up"	""	34.173	"nashville"	""	2	"effect"	""	""	""	""	""	"southeast"	""	"local"	""	"tennessee"	""	"present"	"Stanley W. Black said high inflation would jrobably forestall recovery until 1981."	"Tennessean (1972-) The"	""	"present"	"2024-07-20T19:58:41.005392Z"	""	1980	"1980-02"
4046	"qz"	""	"detroit"	""	""	"2024-07-20T19:59:10.046367Z"	""	"{""choices"":[""purchase"",""future"",""trade"",""future""]}"	""	1819649062	""	""	60928	"inflation-up"	""	26.303	"detroit"	""	8	"effect"	""	""	"future"	""	""	"midwest"	""	"local"	""	"michigan"	""	"present"	"Nixon Aide Warns of Inflation Danger DETROIT FREE PRESS Friday, Aug. 15, '69 Dollar Value Could Be Cut in Half Prsm UPI and AP WASHINGTON (UPI) With the latest indicators offering offering little relief, Treasury Secretary David M. Kennedy warned Thursday that the present rate of inflation would cut the value of the dollar in half in just 11 years."	"Detroit Free Press (1923-)"	"future"	""	"2024-07-20T19:59:10.046386Z"	""	1969	"1969-08"
4047	"qz"	""	"louisville"	""	""	"2024-07-20T19:59:29.523992Z"	""	""	""	1867483282	""	""	60929	""	""	16.595	"louisville"	""	1	"none"	""	""	""	""	""	"southeast"	""	"local"	""	"kentucky"	""	""	"Taking average business levels in the 1957-59 period as 100, the chamber's Louisville Business Index showed: Dec. Nov. Dec. 1969 1969 1968 Industrial Production 156.2 146.7 159.6 Trade and Services 143.3 155.8 142.3 Construction 130.4 131.1 131.3 Transportation 225.1 215.4 204.8 Financial 226.1 209.7 190.9 Total Area Employment 1327 133.3 132.1 COMPOSITE 162.1 159.3 157.4 Personnel news: Two executives formerly assigned to Louisville operations of American Stan- Food Prices Lead As Inflation Hits 6.1 Annual Pace New York Timet News Service WASHINGTON Consumer prices rose six-tenths of 1 per cent in December, bringing the increase for 1969 to 6.1 per cent, the Labor Department reported It was by far the worst inflation since 1951, early in the Korean War."	"Courier-Journal (1923-) The"	""	""	"2024-07-20T19:59:29.524010Z"	""	1970	"1970-01"
4048	"qz"	""	"chicago"	""	""	"2024-07-20T19:59:34.338352Z"	""	""	""	171360694	""	""	60930	""	""	2.01	"chicago, ill"	""	8	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"illinois"	""	""	"Jack Mabley Inflation: The outlook is  INFLATION IS the No."	"Chicago Tribune (1963-1996)"	""	""	"2024-07-20T19:59:34.338370Z"	""	1976	"1976-08"
4049	"qz"	"demand"	"indianapolis"	""	""	"2024-07-20T20:09:24.367867Z"	"present"	""	""	1893472127	""	""	60931	"inflation-down"	""	444.497	"indianapolis"	""	8	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	"present"	"He proposes easing inflation through natural market forces, saying that once the economy is revived, new jobs will flow automatically. automatically."	"Indianapolis Star (1923-)"	""	""	"2024-07-20T20:09:24.367907Z"	""	1980	"1980-08"
4050	"qz"	""	"detroit"	""	""	"2024-07-20T20:09:41.244561Z"	""	""	""	1820270398	""	""	60932	""	""	13.729	"detroit"	""	1	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"michigan"	""	""	"The Phillips Curve is a line on a chart representing the relationship between between unemployment and inflation."	"Detroit Free Press (1923-)"	""	""	"2024-07-20T20:09:41.244590Z"	""	1972	"1972-01"
4051	"qz"	"supply"	"new york"	""	""	"2024-07-20T20:10:01.051059Z"	""	""	""	134434571	""	""	60933	"inflation-up"	""	17.154	"new york, ny"	""	11	"cause"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	"present"	"present"	"""Energy price generated inflation will continue to be a serious problem,"" says Ed Rothschild, executive director of Energy Action, a consumer activist group."	"Wall Street Journal  (1923-)"	""	""	"2024-07-20T20:10:01.051080Z"	""	1980	"1980-11"
4052	"qz"	"supply"	"st louis"	""	""	"2024-07-20T20:10:21.950072Z"	""	""	""	1901678991	""	""	60934	"inflation-up"	""	18.247	"st louis"	""	8	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	"present"	"future"	"So a Profit Rise Forecast Materials Shortages Forecast In 2nd Half NEW YORK, Aug. 5 (UPI) - Shortages Shortages of metals, chemicals and other materials are ""real reason for concern"" that the rate of inflation will increase in the second half of 1977, according to an economist for Manufacturers Hanover Trust Bank."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-20T20:10:21.950096Z"	""	1976	"1976-08"
4053	"qz"	""	"los angeles"	"future"	""	"2024-07-20T20:10:51.238064Z"	""	"{""choices"":[""cost-push"",""future"",""govt""]}"	""	156797195	""	"future"	60935	"inflation-up"	""	26.599	"los angeles, calif"	""	8	"effect"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"present"	"Others have suggested an excess profits tax to put  of the burden of fighting inflation on big business."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T20:10:51.238083Z"	""	1971	"1971-08"
4054	"qz"	""	"washington"	""	""	"2024-07-20T20:11:10.394305Z"	""	""	""	147095211	""	""	60936	""	""	16.453	"washington, dc"	""	5	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"district of columbia"	""	""	"Wassily Leontief, elfin, dapper and wise, made his yearly appearance on Capitol Hill the other day to offer a characteristically common-sense proposal for halting an inflation he fears could tear the country apart."	"Washington Post  (1974-) The"	""	""	"2024-07-20T20:11:10.394324Z"	""	1979	"1979-05"
4055	"qz"	""	"los angeles"	""	""	"2024-07-20T20:11:33.969906Z"	""	"social"	""	162975273	""	""	60937	"inflation-na"	""	20.97	"los angeles, calif"	""	11	"effect"	""	""	""	""	""	"west"	""	"local"	"general"	"california"	""	"general"	"""But what really happened was that the economy, foreign poli- cy, inflation, unemployment and Iran-those were the things people were voting on."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T20:11:33.969925Z"	""	1980	"1980-11"
4056	"qz"	""	"new york"	""	""	"2024-07-20T20:11:38.690228Z"	""	""	""	119309750	""	""	60938	""	""	1.905	"new york, ny"	""	5	"none"	""	""	""	""	""	"northeast"	""	"national"	""	"new york"	""	""	"Inflation is at work here."	"New York Times  (1923-)"	""	""	"2024-07-20T20:11:38.690247Z"	""	1972	"1972-05"
4057	"qz"	""	"st louis"	""	""	"2024-07-20T20:11:47.847199Z"	""	""	""	1901928809	""	""	60939	""	""	1.415	"st louis"	""	1	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	""	"inflation."""	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-20T20:11:47.847218Z"	""	1979	"1979-01"
4058	"qz"	""	"minneapolis"	""	""	"2024-07-20T20:11:55.617843Z"	""	""	""	1878000778	""	""	60940	""	""	4.932	"minneapolis"	""	4	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"Corruption, incompetence, soaring inflation inflation and political repression are the order of the day."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-20T20:11:55.617873Z"	""	1973	"1973-04"
4059	"qz"	""	"chicago"	""	""	"2024-07-20T20:34:17.714177Z"	""	""	""	2538562463	""	""	60941	""	""	16.638	"chicago, ill"	""	12	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"illinois"	""	""	"Wilhelm said the ""Real"" price of oil, when figured in dollars with inflation included, has actu ally declined in the past five years."	"Chicago Defender (Daily Edition) (1973-)"	""	""	"2024-07-20T20:34:17.714196Z"	""	1978	"1978-12"
4060	"qz"	""	"minneapolis"	""	""	"2024-07-20T20:34:32.854463Z"	""	""	""	1878241516	""	""	60942	""	""	12.597	"minneapolis"	""	9	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"Mr. Ford did not give details of his plan to fight inflation. inflation."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-20T20:34:32.854481Z"	""	1974	"1974-09"
4061	"qz"	""	"new york"	""	""	"2024-07-20T20:35:56.806185Z"	""	"purchase"	""	423993801	""	""	60943	"inflation-up"	""	80.891	"new york, ny"	""	10	"effect"	""	""	"present"	""	""	"northeast"	""	"national"	""	"new york"	""	"present"	"''The F.T.C.'s role is to insure that consumers actually get what they're paying for with their inflation-ridden dollars,'' he said."	"New York Times"	""	""	"2024-07-20T20:35:56.806219Z"	""	1980	"1980-10"
4062	"qz"	""	"new york"	""	"general"	"2024-07-20T20:36:24.602578Z"	""	"{""choices"":[""cost"",""social"",""general""]}"	""	120118382	""	""	60944	"inflation-na"	""	24.618	"new york, ny"	""	6	"effect"	""	""	""	""	""	"northeast"	""	"national"	"general"	"new york"	""	"general"	"Page 26 Inflation ruins a black family s dream."	"New York Times  (1923-)"	""	""	"2024-07-20T20:36:24.602597Z"	""	1974	"1974-06"
4063	"qz"	""	"cincinnati"	""	"present"	"2024-07-20T20:36:46.435820Z"	""	"cost"	""	1888407535	""	""	60945	"inflation-up"	""	17.622	"cincinnati"	""	7	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"ohio"	""	"present"	"she said, ""but the old folks are still caught in an inflation squeeze."	"Cincinnati Enquirer (1923-)"	""	""	"2024-07-20T20:36:46.435850Z"	""	1970	"1970-07"
4064	"qz"	"expect"	"indianapolis"	""	""	"2024-07-20T20:37:22.117150Z"	""	""	"general"	1892844352	""	""	60946	"inflation-na"	""	32.833	"indianapolis"	""	3	"cause"	""	""	""	""	""	"midwest"	""	"local"	""	"indiana"	""	"general"	"""Demands that anticipate anticipate inflation only help to make It inevitable."""	"Indianapolis Star (1923-)"	""	""	"2024-07-20T20:37:22.117168Z"	""	1973	"1973-03"
4065	"qz"	""	"minneapolis"	""	""	"2024-07-20T20:37:26.628203Z"	""	""	""	1878866527	""	""	60947	""	""	1.669	"minneapolis"	""	10	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"INFLATION."	"Minneapolis Tribune (1964-1982)"	""	""	"2024-07-20T20:37:26.628222Z"	""	1979	"1979-10"
4066	"qz"	""	"los angeles"	""	""	"2024-07-20T20:38:00.146690Z"	""	"social"	""	162880790	""	""	60948	"inflation-up"	""	30.795	"los angeles, calif"	""	8	"effect"	""	""	""	""	""	"west"	""	"local"	"present"	"california"	""	"present"	"Despite the legal risks, a steady stream of Americans - looking to escape the pinching recession and inflation of the United States - continues to flow into Baja California."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T20:38:00.146710Z"	""	1980	"1980-08"
4067	"qz"	""	"nashville"	""	""	"2024-07-20T20:38:51.242501Z"	""	"savings"	""	1906045584	""	""	60949	"inflation-na"	""	48.203	"nashville"	""	1	"effect"	""	""	""	""	""	"southeast"	"present"	"local"	""	"tennessee"	""	"present"	"If interest rates continue continue to drop and if inflation continues, money will be more available."""	"Nashville Tennessean (1923-1972)"	""	""	"2024-07-20T20:38:51.242523Z"	""	1971	"1971-01"
4068	"qz"	""	"los angeles"	""	""	"2024-07-20T20:38:58.443293Z"	""	""	""	156306797	""	""	60950	""	""	4.379	"los angeles, calif"	""	11	"none"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	""	"I think it (inflation control) can be done without that."""	"Los Angeles Times (1923-1995)"	""	""	"2024-07-20T20:38:58.443312Z"	""	1969	"1969-11"
4069	"qz"	""	"detroit"	""	""	"2024-07-21T00:25:31.737901Z"	""	""	""	1820410242	""	""	60951	""	""	10.504	"detroit"	""	2	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"michigan"	""	""	"Inflation has increased prices, he said, and the original $6 million building would cost over $9 million today."	"Detroit Free Press (1923-)"	""	""	"2024-07-21T00:25:31.737921Z"	""	1974	"1974-02"
4070	"qz"	""	"washington"	""	""	"2024-07-21T00:25:53.094583Z"	""	"savings"	""	146970764	""	""	60952	"inflation-up"	""	18.775	"washington, dc"	""	10	"effect"	""	""	""	""	""	"northeast"	"present"	"national"	""	"district of columbia"	""	"present"	"Other assets were difficult; and so they turned to gold, even at prices that now bear no relation to its useful value or to its value as a hedge against likely inflation."	"Washington Post  (1974-) The"	""	""	"2024-07-21T00:25:53.094602Z"	""	1979	"1979-10"
4071	"qz"	""	"boston"	""	""	"2024-07-21T13:01:21.171346Z"	""	""	""	375445213	""	""	60953	""	""	44999.03	"boston, mass"	""	11	"none"	""	""	""	""	""	"northeast"	""	"local"	""	"massachusetts"	""	""	"DRUM CORPS NOTES Inflation woes hit contest sponsor groups By Herb Cole Contest sponsors will have to bear an even greater brunt of inflation."	"Boston Globe (1960-)"	""	""	"2024-07-21T13:01:21.171366Z"	""	1969	"1969-11"
4072	"qz"	""	"boston"	""	""	"2024-07-21T13:01:52.523326Z"	""	"social"	""	612926074	""	""	60954	"inflation-na"	""	28.765	"boston, mass"	""	9	"effect"	""	""	""	""	""	"northeast"	""	"local"	"present"	"massachusetts"	""	"present"	"The triple crises of food shortages, inflation and oil prices threaten to engulf the traditional structure of international relations."	"Boston Globe (1960-)"	""	""	"2024-07-21T13:01:52.523352Z"	""	1974	"1974-09"
4073	"qz"	"fiscal"	"los angeles"	""	""	"2024-07-21T13:02:27.826665Z"	""	""	""	156461209	"present"	""	60955	"inflation-down"	""	32.43	"los angeles, calif"	""	6	"cause"	""	""	""	""	""	"west"	""	"local"	""	"california"	""	"future"	"The move is intended to curb inflation by cutting government spending."	"Los Angeles Times (1923-1995)"	""	""	"2024-07-21T13:02:27.826684Z"	""	1970	"1970-06"
4074	"qz"	""	"st louis"	""	"present"	"2024-07-21T13:03:05.003233Z"	""	"cost"	""	1901699061	""	""	60956	"inflation-up"	""	34.095	"st louis"	""	10	"effect"	""	""	""	""	""	"midwest"	""	"local"	""	"missouri"	""	"present"	"Anybody who says that the inflation rate is in good shape now ought to talk to the housewives."	"St. Louis Post-Dispatch (1923-)"	""	""	"2024-07-21T13:03:05.003255Z"	""	1976	"1976-10"
4075	"qz"	""	"minneapolis"	""	""	"2024-07-21T13:03:22.087080Z"	""	""	""	1878476040	""	""	60957	""	""	14.105	"minneapolis"	""	1	"none"	""	""	""	""	""	"midwest"	""	"local"	""	"minnesota"	""	""	"Goldman Sachs & Co. predicts a relatively modest 6-percent 6-percent rise in the consumer price index while Morgan Guaranty Trust says real income after discounting inflation also will rise 6 percent."	"Minneapolis Star (1947-1982)"	""	""	"2024-07-21T13:03:22.087101Z"	""	1976	"1976-01"
