text,pred,gold
"The American economy is currently surging forward under a tremendous head of steam, and the pressures of inflation inflation are currently at their highest level since the end of the Korean War.",['no narrative'],['demand']
The Bast Inflation-Fighter 01 All!,['no narrative'],['no narrative']
"The British specialty car maker. headed by American Kjell Qvale, said it decided on the move because of la- bor problems and rampant inflation.","['supply', 'cost-push']",['cost-push']
The Dow drops 4.86 NEW YORK - (AP) Slumping blue-chip Issues dragged the rest of the stock market down Thursday amid worries about increasing inflation inflation and the possibility of further interest rate rises.,['rates'],['rates' 'uncertain']
The FEA said that after November crude oil prices will be allowed to rise in step with the rate of inflation.,['supply'],['no narrative']
"The January rise of eight-tenths of I percent, if it occurred repeatedly in later I, months, would denote an annual rate of!increase of 10 percent, the so-called double-digit threshold of a very high""even ""runaway,""pace of inflation by American standards.",['no narrative'],['no narrative']
"The October inflation picture was even brighter in the Los Angeles- Long Beach metropolitan area, where the local Labor Department's staff calculated the monthly consumer price index as unchanged.",['no narrative'],['no narrative']
"The Office of Institutional Research at the Uni. versity of California, Berkeley, issued a report on grade inflation last year, based on information from 23 of the 50 educational institutions receiv ing the mast federal aid.",['no narrative'],['no narrative']
The Phillips Curve is a line on a chart representing the relationship between between unemployment and inflation.,['no narrative'],['no narrative']
"The White House Council on Wage and Price Stability, meanwhile, issued its own inflation report.",['no narrative'],['no narrative']
"The accomplished more, hut, in the massive.s they ct, coating billions of dollars and conveying the false implication that only additional billions for achievement, they were in many ways more t Sponslble than the social scientists for the inflation of the); and public that is now.",['no narrative'],['fiscal']
"The addi. tional realities, as well as the additional fictions. generated by this inflation of speech clutter our brains: and as they start living their own lives, they obscure the really important things.",['no narrative'],['no narrative']
"The basic aim of the legisla- tion, which Mr. Romney said was ""noncontroversial"" and had bipartisan support, is to shore up the sagging housing industry, hit hard by inflation.","['fiscal', 'govt']",['savings']
"The basic tenet of the populist credo is that THEODORE J. JACOBS is executive director of the Center for Study of Responsive Law in Washington. economic concentration causes and perpetuates many of our domestic problems, including everyday ills such as inflation and overpricing.",['no narrative'],['other-cause']
The broker rate is the interest charged on loans used in se curities purchases and is an indicator of what may happen to other rates The persistence of inflation will make it difficult for the Federal Re serve to loosen credit as it might be expected to do in slowing economy In addition fiscal stimulus probably will be limited as well Parry said Security Pacific forecast peak in interest rates by year end with the prime bank lending rate topping out at roughly 13V% and the federal funds rate rising to about 1194%.,['rates'],['fiscal' 'rates']
The central bank has been enforcing a harsh credit squeeze in an effort to halt inflation.,"['monetary', 'rates']",['monetary']
The central bank noted the lack of inflation despite the jump in the money supply and said no growth target would be set for this year.,['monetary'],['monetary']
"The construction industry has been beset in recent years by inflation, managerial and technological technological inefficiencies and problems of labor supply and utilization.",['supply'],['cost-push']
"The council said the six requests ""exceed the President's President's anti-inflation standards.""",['no narrative'],['no narrative']
"The council said the underlying rate of inflation-meaning that vola- tile changes in food and energy prices had not been counted-increased to more than 7% at an annual rate in calendar 1978, up from 6% last year.",['no narrative'],['no narrative']
"The credit, to be in West Ger man Marks, French francs and Austrian schillings, is to help Peru meet its interna tional payments while attempting to bring Inflation under control.","['international', 'govt']",['international']
The department does not adjust these figures for inflation.,['no narrative'],['no narrative']
"The direct cause of inflation is the growth of the money supply, he explained.",['monetary'],['monetary']
"The effect of the Administration's efforts to slow inflation may 'squeeze corporate profits by as much as 15 to 205%,' he said, but added that 'Litton is much more optimistic about its own future than many other companies are.' 'Sometime next year, the nation will begin a prolonged, unprecedent- ed period of growth, and we at Litton expect our company to grow at a much faster pace than the rest of the economy.*",['cost-push'],['fiscal']
"The figure, described as preliminary, was substantially higher than previous estimates nd represented a thumping 5.5 per cent jump over 19C4, after making al-lowances for inflation.",['no narrative'],['no narrative']
"The former President's secrecy about the war buildup and the related delay in tax policy, according to critics, started the nation down the road to troublesome inflation.",['fiscal'],['fiscal']
"The gains must be even larger in the bigger tax brackets which, we all are finding, are the ones inflation is forcing us into.",['redistribution'],['govt']
"The government, Britain's biggest employer, is offering offering 5 percent in line with its anti-inflation anti-inflation wage restraint policy.",['wage'],['wage']
The increase pushed the apparent annual rate of inflation above 16 percent.,['supply'],['no narrative']
The increase pushed the rate of inflation back near rthe 6 annual rate that has.plagued the nation for nearly two years.,['supply'],['no narrative']
"The inflation package also drew support from Federal Reserve Chairman G. William Miller, who described it as a ""balanced, concerted and sustained program to fight inflation"" in a speech Wednesday night.",['fiscal'],['fiscal']
"The interviewing interviewing was done October 19-23, before Mr. Carter announced his anti-Inflation anti-Inflation plan.",['fiscal'],['no narrative']
The labor federation assailed President Carter's anti-inflation policies when they were unveiled last October charging that workers' would carry the burden of sacri- fice.,"['fiscal', 'redistribution']",['cost' 'social']
The miners foave been bought off with a pay increase of more than 20 nearly three times the figure laid down in the government's anti-inflation strategy.,['wage'],['fiscal']
The move is intended to curb inflation by cutting government spending.,['fiscal'],['fiscal']
"The move:d help offset the ""wide:~read impression that the Fed hasn't beer, as as i3 should Se in inflation. says John L Eytattt, executive vice president for 9nance and 2 of American Standard Inc., a maker of tra9 and building products and and mining equipment.",['no narrative'],['no narrative']
"The only honest way to judge the success of Phase 2 is to compare its inflation rates with those which were battering the United States economy in the months lead ing to the freeze; - Here are the figures for the six months prior to August, 1971. and for t P h a s e 2's months through March, put together for this column by the Bureau of Labor Statistics.",['no narrative'],['no narrative']
"The outgoing president, Franco Modigliani of the Massachusetts Institute of Technology, charged that the recent steep recession was a result of the Federal Reserve Board's refusal to let the money supply expand to accommodate the sudden and ""unavoidable"" inflation resulting from the energy and food crises.",['supply'],['supply']
The picketing and boycotting of chain supermarkets by housewives as a protest against inflation must be set down as one of the ironies of these confused times.,['social'],['social' 'cost-push']
The principles would require that any national health plan reduce health costs and help fight inflation generally.,['govt'],['no narrative']
"The problem of liquidating big inventories is still ahead. the 14.4 per cent increase in the inflation rate in the fourth quarter of 1974 was higher than expected, there are definite signs of price increases slowing.",['no narrative'],['cost-push']
The public is quite right in demanding a reduction in both unemployment and inflation and in not allowing the would-be Presidents to duck the question.,['govt'],['social']
The public often senses a quickening of the inflation rate faster than those feeding the computers.,['no narrative'],['no narrative']
"The rate of retail price inflation is likely to remain around current levels, it said.",['no narrative'],['no narrative']
"The recent change in Government policy, from fighting inflation to reducing unemployment, is self-evident.",['fiscal'],['no narrative']
"The requirements that LETTERS TO THE EDITOR Senior Citizen Complaint It takes little more than a grade-school grade-school education to realize that inflation inflation today can be laid directly at the door of Mr. Carter's administration administration and his cohort, the spendthrift Democratic-controlled Congress.","['fiscal', 'govt']",['fiscal']
The risks of prolonging the recession are not as horrible as the risks of another bout of accelerating inflation - followed by an even worse recession.,['cost-push'],['uncertain']
The same sorts of pitfalls face Car- ter on the inflation gamble.,['no narrative'],['no narrative']
"The severe winter was held partly to blame for the higher food,prices; but. the sharpness of the increas2s v-caught the CaXter Admiriisfration off, guard:':, Demands that the:'President consider bolder anti- action were especially urgent because the.rise. in food prices was accompanied by increases in the: minimum wage' and Social; Security taxes;.' could cause more inflation later.::because they add directly to cost pressures.","['wage', 'cost-push']",['wage' 'fiscal' 'cost-push']
The sharp one-month rise in the Consumer Consumer Price Index was more disappointing disappointing news for the Carter administration's anti-inflation program.,['govt'],['no narrative']
The spur to keep up with inflation has hiked sales.,['purchase'],['cost-push']
"The structure of the speech compresses into a single sentence: ""Although it is clearly unreasonable that I as Presidentlaboring full-time to bring peace to our generation and to combat inflation and to make it safe to walk the streets at be held responsible for the excesses and minor illegalities of the entire execu- tive and political staffs, nevertheless, because I am that hind of man, I do accept responsibility, and commence my discharge of it here tonight by tiring two innocent men.""",['no narrative'],['no narrative']
"The summing-up for the past 12 months produced lugubrious litany of political corruption inflation fuel shortages and assorted other crises foreign and domestic BEFORE WE sink too deeply in 1974, we need to be reminded that 1973 was not as villainous as it has been pictured For unless the prevailing impression is changed before it hardens 1973 will acquire permanent stigma of the type that sullies the good name of 1929.",['social'],['no narrative']
"The suspects responded s'. with shotguns had little relative effect on the change reserves indus- with obscene gestures as they and::~ They failed to inflation rates in developed trial nations during 1974 is also imade a wide turn at top speed cripple the blue boat which, countries.",['no narrative'],['no narrative']
The system is threatened because of high inflation inflation and unemployment and a 1972 congressional mistake in twice compensating future retirees for inflation.,['govt'],['govt']
"The terms ca:l for Peru's inflation rate, which will reach 80% this year, to be cut in half next year and halved again in 1980.",['no narrative'],['no narrative']
"The triple crises of food shortages, inflation and oil prices threaten to engulf the traditional structure of international relations.",['social'],['social' 'trade']
The year 1966 was one of inflation.,['no narrative'],['no narrative']
Then the len- ders wonder at the rate of Inflation and sometimes buyer shop his re- quest elsewhere.,['purchase'],['no narrative']
"Then, tax reduction would be an open invitation to inflation, to a re- newed price-wage spiral, and would threaten our hard-won balance of payments improve- ment.","['wage', 'govt']",['wage' 'fiscal']
There are even some indications that it may be possible to push the rate of inflation even further down in the course of this year.,['no narrative'],['no narrative']
There are only two basic types of inflation.,['no narrative'],['no narrative']
"These ""rising risks,"" he added, put increased downward downward pressure on the economy economy and increase the danger I oi a cumulative, accelerat- lng decline in real Income. 1 In other words, uncertainty and lack of confidence be cause of Inflation leads to recessionary pressures which produce more uncertainty uncertainty and lack of confidence.",['uncertain'],['social' 'uncertain']
These concerns--inflation and dependence on imported oil--cannot be postponed.,['no narrative'],['social']
These new economists would be less concerned about controlling inflation if the administration could re duce its military outlays.,['fiscal'],['no narrative']
"These sentiments, together with the well-founded suspicion that inflation often goes hand-in-hand with outsize budget deficits, lend support to the President's position of moderation in the pursuit of expansion.""",['fiscal'],['govt']
"These services and subsidies were beyond the state s fiscal capability and were in the long run self-defeating, as they contributed to increased inflation.",['fiscal'],['fiscal']
"They are superb guidelines and because of the recent pace of inflation, you can assume that '71 averages will be higher.",['no narrative'],['no narrative']
"They burble enthusiastically about housing stability, a good investment, a hedge against inflation and future resale possibilities for their apartments.",['savings'],['savings']
"They cover the period of his pardon of Richard Nixon, the withdrawn withdrawn nominations of Peter Flanigan and Andrew Gibson, Gibson, the political campaigning campaigning of a President who might better have stayed in Washington to mind the shop, and the anti-inflation conference in September in which he pinpointed inflation as the nation's No. 1 enemy and enunciated a timid, conservative policy to combat it.",['govt'],['fiscal' 'govt']
"They may blame it, like everything else, on tight money, inflation, the stock market.",['monetary'],['no narrative']
They would not demand a paid-in-advance inflation premium in the interest rate on bonds.,['savings'],['savings']
"This happened, as the chart shows. between 1965 and 196t, a time of economic expansion but also accelerating inflation.",['no narrative'],['no narrative']
"This is not the occasion for discussing the various proposals on this See INFLATION, G3, Col. I. Washington Post Staff Photo Dr. Otmar Emminger, deputy director of the Deutsche Bundesbank.",['no narrative'],['no narrative']
"This is that nations must ""learn to live without inflation,"" World-wide inflation, says Jacabsson, belongs already to the past",['no narrative'],['no narrative']
This would be a rise of 12% before the effects of inflation are considered.,['no narrative'],['no narrative']
"This, too, would cause runaway inflation or force heavy increases in personal taxes.""",['govt'],['no narrative']
"Though few but the fanatic take devolution devolution seriously, it provides a little relief from the endless discussion of inflation, government crises, the coming election, the sagging economy and falling share prices.",['no narrative'],['no narrative']
"Three ago, I a anu- inflation program that couples responsible government restraint with responsible wage and price restraint It is based upon my knowledge that there is a more powerful force than government compul- sion-the force created by the cooperative efforts of millions of Americans working toward a com- mon goal.",['no narrative'],['no narrative']
Thus does the chancellor employ persuasion persuasion to fight inflation.,['fiscal'],['no narrative']
Tight credit was supposed to cure inflation.,['monetary'],['monetary']
"To be replaced is Robert Strauss, Mr. Carter's anti-inflation anti-inflation counselor.",['no narrative'],['no narrative']
"To defeat inflation, the government will have to reverse its course of many years and spend less money than it takes in--not just once but for a number of years to come--Treasury Secretary William E. Simon said today.","['fiscal', 'govt']",['fiscal']
"To grasp inflation s immediate impact, visit Yeruham, a dreary, isolated town in the northern Negev Desert.",['no narrative'],['no narrative']
"To some analysts, the wheel-spinning Carter did in his first two years in office only made inflation more difficult to deal with.",['fiscal'],['fiscal']
"Too late, bank officials discovered that the German 100,000-mark note Holcomb had given them was completely worthless, printed during the peak of Germany's post-World War I inflation.",['savings'],['purchase']
"Travelers can find bargains Inflation has spread gloom over the nation's economy, but budget-minded air travelers can and are finding bargains to work in a vacation to California, the Rockies, the Pacific Northwest and other popular summer vacation meccas.",['purchase'],['cost' 'social']
"Two Months Combined Apparently trying to make the best of a bad statistic, Mr. Stein said that consumer prices in September and October combined rose at an annual rate of slightly less than 7 per cent and added: ""This is a considerable improvement over the 10 per cent rate of the preceding six months but also indicates that progress in reducing inflation will be gradual.""",['no narrative'],['no narrative']
Two immediate steps against medical inflation recommended recommended by Mr. Johnson would need congressional approval. approval.,['no narrative'],['no narrative']
"U is utilization, I is inflation jrXlS You and I are paying the bill.",['cost'],['no narrative']
UNFURN 317 m LEiSSEOFTIOM There is o way to beat inflation and sjM -LJ WEST SUB.,['no narrative'],['no narrative']
"Under present law, Mr. Nivon would have to fend for himself, struggling against the ""ceiling"" and also against the sizable budget deficit that he deems harmful to the battle against inflation.","['fiscal', 'govt']",['fiscal']
Variable annuities are designed to protect against inflation eating up fixed annuity values.,['savings'],['redistribution' 'savings']
WARSON ROAD INDUSTRIAL PARK ADJACENT TO CITY PARK IN OLIVETTE ONLY 6 LOTS REMAIN ONE AND TWO ACRE TRACTS FIGHT INFLATION... 3-YEAR FINANCING AVAILABLE ON LOT PURCHASE BUY NOW BUILD LATER OR WE WILL BUILD FOR YOU NOW.,['no narrative'],['savings']
"WASHINGTON Albert Rees, director ofthe Council on Wage-Price Stability, said he still expects inflation this year to moderate from 1974's clip.",['no narrative'],['no narrative']
"WASHINGTON, April 13--Secretary of the Treasury W. Michael Blumenthal has expressed anger at President Carter's decision to override the Secretary's advice and give his chief trade negotiator, Robert S. Strauss, additional duties as chief inflation adviser, qualified sources said today.",['fiscal'],['no narrative']
"WASHINGTON, Dec. 21 A burst of inflation in some food prices and markups for Toyota cars imported from Japan helped propel the Consumer Price Index to an increase in November of one-half of 1 percent, more than in any of the preceding four months, the Government reported today.",['supply'],['supply' 'international']
"Wall Street analysts generally share the Administration's view that inflation will moderate in the second half of Toward Dirtier Air Besides weakening unnecessarily the automobile automobile emission requirements, the House has weakened the Environmental Protection Agency's Agency's rules to prevent significant deterioration of the quality of the air in unpolluted areas.",['fiscal'],['no narrative']
"Wassily Leontief, elfin, dapper and wise, made his yearly appearance on Capitol Hill the other day to offer a characteristically common-sense proposal for halting an inflation he fears could tear the country apart.",['social'],['no narrative']
"We are the world s largest exporter and importer, and instability in the United States-whether it involves inflation or recession-has unsettling effects on the world economy.",['trade'],['trade']
We can't stop inflation at Schmitt's. but during Kimball.,['no narrative'],['no narrative']
"We have filed for the increase so that we can assure adequate earnings to attract investors investors in a money market which, like everything everything else, has felt the impact of inflation.",['savings'],['savings']
"We're getting to the point where the earlier money-supply growth is going to come out in higher inflation, probably 7,' to 10% by the end of this year.",['monetary'],['monetary']
Welfare economics fights inflation by feeding it!,['no narrative'],['fiscal']
What bothers these critics is that the uncertainty connected with floating rates raises the cost of doing business abroad; they also charge that floating rates make it more difficult to contain word inflation.,"['monetary', 'uncertain']",['international']
What kind of prosperity is ours with an approximately 300 billion dollar debt hanging over destroying inflation doing its subtle but deadly work?,['govt'],['fiscal']
What's News Business and Finance Spending cuts by the government appear more likely as a response to soaring inflation.,"['fiscal', 'govt']",['govt']
"When the salaries are compared to inflation, howev- er, the study found that faculty at both the University of California and the state college system now earn 3.2% less than in 1974-75 in ""real dollars.""",['purchase'],['no narrative']
"When you've done the best you can with this ""thought transference,"" transference,""set about demonstrating the qualities you, as a lender, have emphasized emphasized as significant. phase of business downturn and steep Inflation, will seek some ""insurance""""insurance""to protect his money In the event your enterprise falters and possibly goes under.",['savings'],['redistribution' 'cost-push']
"While his advisers say they would be""modest,"" perhaps not more than $20 billion above Mr. Carter's figure in 1985 when inflation assumptions are equalized, the Carter team says that Mr. Reagan has already promised so many new defense items that spending would have to grow rapidly.","['fiscal', 'govt']",['no narrative']
"While income redistribution and non-indexed taxes are the problems I see associated with our in- flation, the public s hue and cry about inflation ap- pears to have little to do with these issues.",['no narrative'],['govt' 'redistribution' 'social']
"While racial change inches along, there is an ominous mood among the estimated 1.25 million blacks in Soweto, the segregated township outside Johannesburg: Inflation and sheer despair at not seeing signs of improvement in their lot are taking their toll.",['social'],['social']
"Whohsala prices of all items other than farm products a.nd food-the measure of inflation in the. sector of the economy-~ by three tenths of 1 per cent, to reach 103.5 per cent on the index.",['no narrative'],['no narrative']
"Wilhelm said the ""Real"" price of oil, when figured in dollars with inflation included, has actu ally declined in the past five years.",['no narrative'],['no narrative']
"Will the figures show a stronger burst o! real economic growth, with a rise in production and jobs, or will signal a lackluster tread and heightened inflation?",['no narrative'],['no narrative']
"With capital goods prices rising at 4.7% in 1976, the 1977 capital spend- ing estimate represents a projected real increase of about 7% assuming the same inflation rate.","['supply', 'cost-push']",['no narrative']
"With current tax rates and the known spending programs, including including a large prospective prospective increase in defense spending, the surplus would be more than $90 billion by 1980 if inflation proceeds at an average rate of 5 percent a year.",['fiscal'],['no narrative']
"With so many branch plants really managed from the outside, Canada has found it increasingly difficult to cope with such problems as inflation and unemployment, both critical this winter.",['cost-push'],['no narrative']
"Without both, proclaimed the Federal Reserve chief, the U.S. will face ""uncontrollable inflation or recession.""",['no narrative'],['no narrative']
"Workers are to get what has been called 100 percent protection against inflation, and market analysts say that assurance will only make it more difficult for the country to curb inflationary expectations, The Federal Open Market Committee, the 12-person group that meets 10 times a year to set monetary policy, will gather tomorrow In Washington, and the auto industry settlement will make the deliberations difficult.","['fiscal', 'uncertain']",['wage']
"YOU'LL FIND THE CONVENIENCE Of disposals, dishwashen extra Irg bedrooms & 1 ', baths. 1 & 2 Bedrooms from $160-$190 FAMILIES WELCOME 1328 E. Lake St. THONE PES. MGR. 938-5575 HOPKINS FIGHT INFLATION All Rents Slashed Reduced to $135 & up.",['no narrative'],['no narrative']
"Yet p o sports dash on in the teeth of a fuel crisis, inflation, swollen salaries and oversaturation.",['no narrative'],['no narrative']
"Yet the patients in whose behalf the New Frontier doctors claim to function -job expansion, national economic growth and inflation control-nev- er seem to get well.",['no narrative'],['no narrative']
"You'll find answers on page 35. 1973: A year of inflation All year long, inflation ate away at the dollar.",['purchase'],['purchase']
"firing line Monopolies Continued from page 13C and fiscal policy in coping with inflation.""",['supply'],['no narrative']
"inflation.""",['no narrative'],['no narrative']
"she said,""but the old folks are still caught in an inflation squeeze.",['cost'],['cost' 'redistribution']
